country,_year,population,pop_lower,pop_higher,pop_pred,gdp_current_usd,gdp_lower,gdp_higher,gdp_pred,land_area_ha,land_area_ha_low,land_area_ha_high,land_area_ha_pred,agri_land_pct,agri_land_pct_low,agri_land_pct_high,agri_land_pct_pred,forest_area_pct,forest_area_pct_low,forest_area_pct_high,forest_area_pct_pred,cereal_yield_kg_ha,cereal_yield_kg_ha_low,cereal_yield_kg_ha_high,cereal_yield_kg_ha_pred,cash_crop_yield_kg_ha,cash_crop_yield_kg_ha_low,cash_crop_yield_kg_ha_high,cash_crop_yield_kg_ha_pred,employment_agri_pct,employment_agri_pct_low,employment_agri_pct_high,employment_agri_pct_pred,livestock_production_100_index,livestock_production_100_index_low,livestock_production_100_index_high,livestock_production_100_index_pred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,1/01/2012,17400347.00,17425688.27,17506495.64,17466182.03,267000000000.00,197000000000.00,240000000000.00,218000000000.00,199144.44,198497.58,201664.55,200085.72,24539.21,24260.42,24785.66,24519.95,4541490.57,4479327.13,4560257.89,4519960.19,248094.15,237155.65,245298.50,241454.22,99669.19,100073.37,101209.26,100661.14,79.18,78.56,81.07,79.82,15660312.30,14561218.39,20910086.59,17673511.30,8029887233,-12501839211,20656024239,5115285719,17.4047193,6.377373405,18.31990486,12.42982028,41649256238,16762024828,35236562415,26070167184,25.0471553,23.43713386,24.78913226,24.10057659,100,99.06843545,99.75210197,99.4286099,36.44535562,31.87512065,72.43765531,52.69457598,87.189,66.24000504,95.23243751,81.12957228,3807.510276,3505.039205,3724.759648,3607.780938
Chile,1/01/2013,17571507.00,17619795.17,17702230.64,17661876.88,278000000000.00,210000000000.00,252000000000.00,230000000000.00,204781.54,203996.06,207252.60,205630.59,25280.29,25012.09,25551.00,25289.62,4656449.36,4593057.92,4680444.47,4636740.32,246036.24,237131.76,245073.93,241087.66,101651.17,102325.13,103475.78,102873.64,79.35,78.51,80.85,79.68,15990071.37,14715983.01,21729507.65,18037602.43,4974964401,-9222036298,23992627144,7355643258,14.80937801,8.427439266,20.25078528,14.16070829,41093252539,18798271579,37639601904,28217752655,23.9366936,22.84313445,24.29351487,23.58748545,99.6,99.19875064,99.90233246,99.54053336,35.66687196,35.91286949,75.71716056,55.90209213,87.246,71.77863877,101.6566198,86.38305641,3879.860731,3547.507151,3764.703318,3658.914684
Chile,1/01/2014,17758959.00,17822722.58,17906244.46,17864845.08,261000000000.00,221000000000.00,262000000000.00,241000000000.00,209722.51,208961.07,212071.07,210479.03,25560.73,25623.75,26159.39,25888.98,4794918.93,4707095.10,4792920.94,4749923.97,243297.74,236740.75,244852.53,240496.67,103854.39,104517.46,105703.69,105111.51,79.50,78.74,81.21,79.94,16871011.05,14770326.48,21838066.20,18330052.48,12315742478,-9239087427,23886912890,6754759201,10.41325718,8.434223154,20.07364649,14.17751688,40447379052,19053786699,37140644028,28541598104,22.86825181,22.53707462,23.91423087,23.2512841,100,99.33846357,100.0203165,99.68093483,42.40700891,36.03807263,75.39981743,55.9552588,87.303,71.79991646,101.0434778,85.67855822,3879.675605,3607.035947,3816.320137,3709.357995
Chile,1/01/2015,17969353.00,18023196.52,18109024.09,18065335.98,244000000000.00,230000000000.00,272000000000.00,251000000000.00,216839.18,213527.70,216738.16,215150.37,26356.36,26195.04,26701.95,26453.47,4941572.08,4821433.85,4910065.47,4864554.22,240232.28,235536.24,243462.06,239559.23,106324.66,106591.61,107829.72,107234.68,79.65,79.06,81.68,80.36,17250578.88,15337692.11,21745249.40,18694608.39,10611007418,-11258336420,21825128963,5933620018,8.066023196,7.853054246,19.96740246,14.02088061,38641176606,20051649174,38677701544,28720192469,22.56979255,22.14729948,23.53018488,22.87122227,99.714844,99.45860047,100.1275157,99.79269785,43.60433496,37.35897847,75.4112692,56.0945597,87.36,69.7923391,98.84899308,84.14897642,3875.795929,3666.527039,3888.5781,3773.4744
Chile,1/01/2016,18209068.00,18218411.49,18302126.07,18263318.53,250000000000.00,242000000000.00,282000000000.00,261000000000.00,223118.10,218107.42,221259.33,219643.80,27203.20,26730.26,27242.31,26983.06,5098539.04,4940435.10,5022937.11,4980621.86,237282.37,234387.51,242385.74,238274.46,109126.94,108635.48,109789.43,109242.89,79.78,79.85,82.11,80.94,17298614.60,15832648.39,22621329.41,19131274.54,9465483898,-10697842248,20787803692,4893198159,9.572404676,7.966577971,19.92744572,13.69135442,40493293730,19872214218,38149171721,28754123427,20.87687041,21.7335674,23.16860991,22.44712242,100,99.56330739,100.2301023,99.87984822,43.16829162,35.50888878,75.79339565,56.32092996,87.422,68.0331933,95.76570947,81.79631976,3871.920133,3750.215797,3961.476155,3851.248697
Chile,1/01/2017,18470439.00,18418344.06,18499651.06,18459013.38,277000000000.00,252000000000.00,295000000000.00,274000000000.00,228624.97,223480.06,226930.69,225188.67,28269.59,27458.56,28004.59,27752.73,5150039.43,5052877.96,5136542.84,5097402.00,234777.75,233887.65,241707.63,237907.90,112226.39,110856.49,111993.12,111455.39,79.91,79.53,81.93,80.79,17177508.27,16072035.15,22912963.71,19495365.66,6046130159,-8806798851,23370928699,7133555698,13.74941907,9.765974831,21.19505755,15.42224242,38981539754,21775081268,40197670891,30901708898,21.03629906,21.24108418,22.62835108,21.93403128,100,99.66302456,100.3101416,99.99177169,42.7366087,39.20594309,78.35994773,59.52844611,87.49,72.4923028,102.111039,87.04980389,3868.048213,3790.489339,4016.937734,3902.382444
Chile,1/01/2018,18729160.00,18618007.42,18705139.51,18661981.58,298000000000.00,262000000000.00,306000000000.00,284000000000.00,230934.31,228382.51,231499.52,230037.11,28555.14,28107.06,28619.10,28352.10,5202060.04,5167264.81,5249790.87,5210585.65,232766.00,233313.73,241433.59,237316.91,115427.81,113124.39,114222.76,113693.26,76.50,79.85,82.26,81.05,17792702.00,16274488.84,23301087.92,19787815.72,7255971646,-9981045935,22191651241,6532671641,14.60642638,9.472591455,21.33479571,15.43905102,39858824175,22400642807,41283567064,31225554348,21.01526276,20.90676904,22.20605761,21.59782994,100,99.80102776,100.476505,100.1321732,42.30924261,41.66779615,80.41880778,59.58161278,87.564,71.49431863,100.8352682,86.34530571,3864.180165,3839.93186,4061.361357,3952.825755
Chile,1/01/2019,18952038.00,18819047.43,18904404.86,18862472.48,282000000000.00,271000000000.00,313000000000.00,294000000000.00,233266.98,233041.64,236343.18,234708.45,28843.58,28630.39,29191.89,28916.59,5254606.10,5282298.27,5366216.54,5325215.89,232999.00,232210.20,240159.55,236379.46,116593.75,115210.00,116434.20,115816.44,85.00,80.28,82.74,81.47,18193956.48,16920666.65,23670164.57,20152371.63,7212276215,-10578874594,20653089514,5711532458,13.01091295,9.249526488,21.13446066,15.28241475,40655524238,22698278050,40499089830,31404148713,20.9942475,20.5580067,21.93336604,21.2177681,100.001,99.90973467,100.5978562,100.2439362,41.88615019,39.98609757,79.64839069,59.72091368,87.643,70.40741203,100.186755,84.8157239,3860.315985,3916.24045,4125.528253,4016.94216
Chile,1/01/2020,19143472.73,19019113.98,19105005.84,19060455.03,285000000000.00,283000000000.00,326000000000.00,304000000000.00,235623.22,237562.25,240870.89,239201.88,29134.93,29190.15,29711.40,29446.18,5307682.93,5399591.31,5478128.32,5441283.54,233232.23,230870.68,239049.20,235094.69,117771.47,117243.26,118445.12,117824.64,85.86,80.82,83.31,82.05,18563367.50,17434495.79,23904097.65,20589037.77,0,-12048511127,19794487181,4671110599,0,9.15356369,20.8271344,14.95288856,0,22203425447,41035137926,31438079671,20.97325325,20.10236858,21.47113353,20.79366826,100.002,99.9934502,100.6589265,100.3310865,41.46728868,39.74785778,78.36448674,59.94728394,0,67.71372486,96.71272722,82.46306725,3856.455669,3984.748632,4205.087144,4094.716457
Chile,1/01/2021,0.00,19212762.55,19296183.60,19256149.89,,296000000000.00,338000000000.00,317000000000.00,,243112.60,246385.62,244746.75,,29944.90,30478.84,30215.85,0.00,5515100.75,5599733.91,5558063.67,0.00,230782.01,239145.79,234728.13,0.00,119389.50,120590.21,120037.14,0.00,80.65,83.15,81.90,0.00,17541079.07,24210758.46,20953128.90,0,-8954555490,23950313673,6911468137,0,10.82993186,22.42442157,16.68377656,0,24602788391,43046481407,33585665142,0,19.60459809,20.94177809,20.28057712,0,100.0762832,100.7641996,100.44301,0,42.64264938,82.09462162,63.15480009,0,73.54045679,101.5887484,87.71655138,0,4033.43242,4258.663922,4145.850203
Chile,1/01/2022,0.00,19415953.30,19502696.28,19459118.08,,308000000000.00,349000000000.00,327000000000.00,,247810.10,251309.13,249595.19,,30515.54,31108.78,30815.21,0.00,5629986.33,5713627.82,5671247.32,0.00,229538.89,238456.41,234137.14,0.00,121667.09,122914.98,122275.02,0.00,80.94,83.35,82.16,0.00,17921786.76,24578880.61,21245578.96,0,-10552310308,23076145976,6310584081,0,10.73887117,22.5356387,16.70058515,0,24454799243,42555425647,33909510592,0,19.21899455,20.61995885,19.94437577,0,100.2330433,100.9427053,100.5834115,0,43.7734664,83.57317782,63.20796676,0,73.41874883,100.9316042,87.01205319,0,4090.537791,4306.78617,4196.293514
Chile,1/01/2023,0.00,19614815.88,19708233.96,19659608.98,,316000000000.00,358000000000.00,337000000000.00,,252106.38,256384.20,254266.54,,31051.97,31709.93,31379.70,0.00,5744156.06,5834800.65,5785877.57,0.00,228396.98,237609.26,233199.70,0.00,123666.78,125150.53,124398.19,0.00,81.41,83.85,82.58,0.00,18248505.93,24908657.65,21610134.87,0,-10730000915,21977251317,5489444897,0,10.86978565,22.45977011,16.54394889,0,25029830040,43732993190,34088104957,0,18.87320756,20.22477651,19.56431394,0,100.3437305,101.024787,100.6951745,0,43.77666437,81.61695354,63.34726766,0,69.72965814,99.51971347,85.48247139,0,4145.004147,4368.275985,4260.409919
Chile,1/01/2024,0.00,19807490.41,19906980.85,19857591.53,,327000000000.00,369000000000.00,347000000000.00,,256085.13,261447.77,258759.96,,31524.53,32360.76,31909.29,0.00,5857519.30,5946305.27,5901945.21,0.00,226843.82,236726.87,231914.93,0.00,125490.82,127408.14,126406.39,0.00,81.93,84.29,83.16,0.00,18796300.25,25382475.51,22046801.01,0,-12078008992,20323707461,4449023039,0,10.39461256,22.35608541,16.2144227,0,24616374516,44109680399,34122035915,0,18.40598231,19.86340454,19.1402141,0,100.4589749,101.1046836,100.7823249,0,43.11020532,83.48353488,63.57363792,0,68.53118698,97.02863163,83.12981473,0,4224.480676,4459.899149,4338.184216
Chile,1/01/2025,0.00,19996151.30,20112095.81,20053286.39,,338000000000.00,381000000000.00,360000000000.00,,260593.13,267892.76,264304.83,,32183.86,33201.90,32678.96,0.00,5966900.34,6067406.60,6018725.35,0.00,225624.95,237238.76,231548.37,0.00,127435.30,129924.44,128618.90,0.00,81.79,84.29,83.01,0.00,19238229.26,25863329.88,22410892.14,0,-9292208804,23148599554,6689380577,0,11.81858154,23.94799212,17.9453107,0,27059236348,44971619714,36269621386,0,17.91591237,19.28191714,18.62712296,0,100.5578044,101.2245258,100.8942483,0,46.2749388,87.96890738,66.78115407,0,75.18707445,103.3785695,88.38329886,0,4270.05718,4506.399754,4389.317963
Chile,1/01/2026,0.00,20184607.19,20327516.78,20256254.58,,350000000000.00,392000000000.00,370000000000.00,,264422.09,273624.33,269153.28,,32687.22,33936.65,33278.33,0.00,6079030.72,6188104.74,6131909.00,0.00,224031.57,237108.62,230957.38,0.00,129370.31,132481.27,130856.77,0.00,82.01,84.52,83.28,0.00,19283303.75,26125603.72,22703342.19,0,-10068883995,22588770686,6088496521,0,11.75137835,23.89427732,17.96211929,0,27151943476,44953546875,36593466836,0,17.55021495,19.04217409,18.29092161,0,100.6843006,101.4251707,101.0346498,0,48.85781788,85.11755853,66.83432074,0,73.75944039,102.4254389,87.67880067,0,4308.65319,4567.86901,4439.761274
Chile,1/01/2027,0.00,20374881.10,20539279.62,20456745.48,,359000000000.00,402000000000.00,380000000000.00,,268463.82,279417.26,273824.62,,33067.64,34653.31,33842.82,0.00,6189529.80,6302977.06,6246539.24,0.00,221480.82,237576.43,230019.93,0.00,131097.34,135126.32,132979.94,0.00,82.40,85.05,83.69,0.00,19696026.65,26637077.89,23067898.10,0,-10868386276,21957467922,5267357337,0,11.76387611,23.70523494,17.80548302,0,26889906033,46511313736,36772061200,0,17.16744286,18.59672835,17.91085978,0,100.7774527,101.5141109,101.1464128,0,47.51693471,87.44503958,66.97362164,0,72.18161748,100.3975067,86.14921887,0,4370.753573,4634.988297,4503.877679
Chile,1/01/2028,0.00,20551678.08,20750435.12,20654728.04,,369000000000.00,411000000000.00,391000000000.00,,271316.59,285303.15,278318.04,,33400.41,35318.32,34372.41,0.00,6296897.44,6425494.19,6362606.89,0.00,218355.14,237419.60,228735.17,0.00,132657.29,137578.07,134988.15,0.00,83.10,85.42,84.27,0.00,19959718.59,26831236.18,23504564.25,0,-12128668840,20708879449,4226935479,0,11.62053837,23.32069065,17.47595683,0,27129328893,46116224575,36805992159,0,16.72268974,18.18973336,17.48675993,0,100.8571469,101.6090888,101.2335632,0,46.86975449,86.58772943,67.1999919,0,69.31057493,98.83221537,83.79656221,0,4439.876647,4719.915585,4581.651976
Chile,1/01/2029,0.00,20730329.79,20968787.89,20850422.89,,381000000000.00,425000000000.00,403000000000.00,,275448.74,292286.20,283862.91,,34008.73,36278.71,35142.08,0.00,6404196.59,6549252.70,6479387.02,0.00,216487.33,238423.52,228368.61,0.00,134393.74,140226.76,137200.65,0.00,82.95,85.31,84.12,0.00,20375374.20,27146025.94,23868655.38,0,-8961350352,23586518723,6467293017,0,13.69673615,25.019027,19.20684484,0,28850914925,48286659779,38953577630,0,16.23918507,17.78510294,16.97366879,0,100.9273728,101.7627267,101.3454867,0,49.91160049,89.95000033,70.40750805,0,73.94463575,104.203976,89.05004634,0,4490.966192,4775.974433,4632.785722
Chile,1/01/2030,0.00,20915558.90,21195518.82,21053391.08,,391000000000.00,435000000000.00,413000000000.00,,278626.90,298677.83,288711.36,,34432.30,37081.66,35741.44,0.00,6509399.98,6668405.47,6592570.67,0.00,214096.57,240262.08,227777.61,0.00,136165.76,143110.06,139438.52,0.00,83.15,85.68,84.39,0.00,20628158.54,27730552.02,24161105.43,0,-10934889911,22786490566,5866408961,0,13.41772134,25.364479,19.22365343,0,30799873813,48658651016,39277423079,0,15.83570373,17.44396059,16.63746745,0,101.0410944,101.9184256,101.4858881,0,51.38135662,91.05479655,70.46067472,0,74.31653312,102.3562405,88.34554815,0,4528.195103,4848.033292,4683.229033
China,1/01/1960,667070000.00,663471038.40,666133332.00,664786222.50,59716467625.00,-5860000000000.00,639000000000.00,-2750000000000.00,290879.06,-626486.08,572968.22,-33514.70,57560.77,-92333.74,81903.79,-7964.36,943388.02,-1533511.10,1828353.78,91377.59,13915080.20,20854527.10,29032980.69,24759618.06,16963590.10,6269351.58,9447475.45,7925922.85,43.73,43.47,43.73,43.61,0.00,-438212570.80,83721187.72,-195722792.30,0,-1.51E+11,55511716616,-48222558531,0,-95.61782228,22.74141075,-34.73221567,0,-1.96E+12,59276298577,-9.33E+11,57.59196266,54.73073501,59.22142829,56.94233836,0,-66.64163626,3.689536919,-31.28739336,0.86511621,-4.156481662,2.039806719,-0.933830368,16.203,16.08607322,16.36699014,16.22772958,47.69586769,-300.730232,162.458701,-62.0459368
China,1/01/1961,660330000.00,662816063.30,665310495.70,664031042.90,50056868958.00,-6410000000000.00,606000000000.00,-2920000000000.00,323198.96,-459437.57,689574.41,103298.29,63956.42,-75342.39,87314.74,6480.11,1048208.91,-1204737.20,1939070.88,439959.52,11899146.60,20499658.13,28699197.24,24645876.21,9403099.20,5620798.44,8944970.78,7325037.90,44.05,43.99,44.25,44.12,0.00,-438424099.50,96879254.69,-173363983.20,0,-1.89E+11,9802521916,-87885320236,0,-100.7330287,15.76443347,-39.72311415,0,-2.01E+12,1.22E+11,-8.82E+11,57.59772243,55.27749891,59.62794443,57.42681351,0,-66.17394046,4.847133395,-30.30646123,0.961240233,-3.054730332,2.620033738,-0.132673191,16.708,16.61349617,16.89459807,16.75696798,52.99540854,-238.9584366,187.637092,-21.78501328
China,1/01/1962,665770000.00,663501901.20,666108806.20,664766349.10,47209359006.00,-6130000000000.00,445000000000.00,-2630000000000.00,359109.95,-398115.59,758884.35,187425.68,71062.69,-60746.45,112045.09,27277.13,1164676.57,-953374.34,2407768.10,696739.35,24640147.70,20810515.25,28943268.91,24728391.04,6671015.40,5571031.68,8904720.30,7262129.75,44.78,44.62,44.87,44.74,0.00,-411252324.50,113797901.50,-144835075.20,0,-1.72E+11,18863183921,-67905086434,0,-89.52700871,30.07913401,-33.49647108,0,-1.85E+12,81071843254,-8.26E+11,57.60348278,55.33653334,59.70893394,57.50431764,0,-60.95059743,5.969614808,-28.02993351,1.068044704,-3.013808514,3.11992767,0.200204615,17.226,17.09401205,17.37886302,17.24420034,58.88378727,-212.749001,209.9539327,-3.611407126
China,1/01/1963,682335000.00,680114166.60,682829352.30,681507711.20,50706799903.00,-5650000000000.00,1100000000000.00,-2330000000000.00,399011.06,-297607.34,833100.41,263354.18,78958.54,-38683.93,141810.33,49783.47,1294085.08,-585892.00,2690036.94,973493.15,29592868.95,20711272.85,28785045.93,24557598.28,6850643.40,5715461.13,9199835.86,7415470.66,45.97,46.02,46.29,46.16,0.00,-357419101.70,147517452.70,-112009485.90,0,-1.39E+11,57271624152,-48545190266,0,-87.12797946,28.87111274,-28.63925986,0,-1.78E+12,3.62E+11,-7.67E+11,57.60924371,55.28073691,59.54490841,57.38073885,0,-57.90726534,7.475820938,-25.41673639,1.186716337,-2.514252358,3.446604512,0.572761377,17.757,17.56993559,17.84179294,17.71111703,65.4264303,-194.3890688,219.7499927,6.82002476
China,1/01/1964,698355000.00,697137430.40,699721098.30,698402551.10,59708343489.00,-5510000000000.00,1480000000000.00,-2020000000000.00,443345.62,-239755.64,917553.26,331101.46,87731.71,-16299.24,157859.26,73997.63,1437872.31,-293598.93,2788410.53,1270067.06,27333614.70,20039392.34,28377941.82,24133513.98,8031082.50,6125118.44,9438786.02,7784843.17,47.59,47.48,47.74,47.60,0.00,-339417701.70,180945230.50,-74890529.91,0,-1.28E+11,72162487182,-29823764879,0,-83.85826995,29.53563142,-25.15504182,0,-1.72E+12,3.32E+11,-7.04E+11,57.61500521,54.85329779,59.2817597,57.05603772,0,-53.79207372,10.92569312,-22.46735015,1.318573708,-2.00039522,4.06909292,0.985149517,18.299,18.01527711,18.29291808,18.15532608,72.69603367,-188.5685433,215.8514387,9.516828688
China,1/01/1965,715185000.00,714624126.10,717261128.90,715918411.20,70436266147.00,-5540000000000.00,1220000000000.00,-2180000000000.00,492606.24,-88938.17,1054778.24,467914.45,97479.68,4189.18,170811.10,88442.10,1597635.90,-27435.82,3302144.75,1618648.92,27091207.80,19848638.32,27823003.38,24019772.13,6794257.50,5508126.72,8874555.86,7183958.22,49.55,49.44,49.71,49.58,0.00,-325957088.60,216439356.90,-52531720.81,0,-1.71E+11,36724287303,-69486526595,0,-85.38390753,31.23268091,-30.14594039,0,-1.71E+12,3.51E+11,-6.54E+11,57.62076728,55.27982422,59.90478809,57.54051287,0,-55.67456317,11.83957829,-21.48641802,1.465081898,-1.070245479,4.674743688,1.786306694,18.086,17.93311547,18.21596633,18.07238068,80.77337074,-162.9326916,266.8378186,49.77775164
China,1/01/1966,735400000.00,733504631.80,736261981.10,734874836.10,76720285970.00,-5090000000000.00,1490000000000.00,-1890000000000.00,547340.27,-42309.10,1154787.18,552041.84,108310.75,21526.27,197016.52,109239.12,1775151.00,250395.28,3428579.84,1875428.70,25775770.00,20087308.92,28394687.45,24102286.96,6493582.00,5514843.84,8799575.19,7121050.07,51.70,51.53,51.78,51.66,0.00,-284765625.70,249457755.30,-24002812.80,0,-1.51E+11,48355904687,-49506292805,0,-78.91125866,33.22628142,-23.91929741,0,-1.69E+12,4.58E+11,-5.98E+11,57.62652994,55.45297836,59.76718839,57.618017,0,-51.23901028,14.10640735,-19.2098903,1.627868776,-0.762305045,5.092406314,2.119184499,17.915,17.81080386,18.08884795,17.94910187,89.74818971,-145.2429895,267.0635804,67.95135722
China,1/01/1967,754550000.00,753688682.00,756178099.10,754866174.30,72881631327.00,-5040000000000.00,1630000000000.00,-1590000000000.00,608155.86,68320.40,1253323.89,627970.34,120345.28,45266.99,214043.05,131745.46,1972390.00,507082.38,3746824.21,2152478.56,25624518.00,19856616.77,28152497.80,23931494.20,6360856.50,5661767.71,8908926.34,7274390.98,53.85,53.61,53.88,53.74,0.00,-266760029.00,262563274.80,8822776.51,0,-1.37E+11,73952610937,-30146396630,0,-76.69894344,39.09434189,-19.06208618,0,-1.57E+12,5.34E+11,-5.38E+11,57.63229317,55.18053712,59.56148108,57.49443821,0,-49.98687077,16.31882434,-16.59669317,1.808743084,-0.410463211,5.341796998,2.491741261,17.785,17.66290676,17.9409999,17.80550739,99.72021079,-139.2071209,298.0523784,78.38279018
China,1/01/1968,774510000.00,773732367.00,776342036.50,775010990.20,70846535056.00,-4570000000000.00,2020000000000.00,-1290000000000.00,675728.73,112243.27,1320474.28,695717.62,133716.98,64980.35,241757.23,155959.62,2191544.44,825286.11,4045653.00,2449348.53,27564810.90,19499144.73,27341918.24,23507409.90,6358727.10,6025020.23,9349246.10,7643763.49,55.84,55.72,55.99,55.85,0.00,-189800690.00,307458836.50,45941732.49,0,-1.09E+11,88094239349,-11424971235,0,-69.49843656,40.2722572,-15.57786813,0,-1.55E+12,5.37E+11,-4.76E+11,57.63805697,54.79070826,59.33997643,57.16973707,0,-46.05753241,22.80958662,-13.64730693,2.009714538,-0.058868241,5.760186388,2.904129402,17.656,17.50402853,17.77032972,17.63920527,110.8002342,-130.0539139,282.6816441,81.07959518
China,1/01/1969,796025000.00,794543826.40,797236919.40,795927518.60,79705906247.00,-4910000000000.00,1990000000000.00,-1450000000000.00,750809.70,256089.37,1408240.78,832530.61,148574.42,86057.92,249601.55,170411.53,2435049.38,1133013.56,4321371.91,2798309.57,27152412.75,19342802.93,27581242.69,23393668.05,6392080.75,5450105.57,8696772.35,7042878.55,57.60,57.52,57.79,57.65,0.00,-177338075.20,338301244.70,68300541.62,0,-1.50E+11,50455345277,-51087732949,0,-75.44222951,40.30622517,-20.56876665,0,-1.41E+12,5.98E+11,-4.25E+11,57.64382135,55.34124406,59.93508545,57.65421222,0,-48.44087341,21.50214526,-12.6663748,2.233016153,0.629823221,6.525108252,3.705286579,17.528,17.41633379,17.69887264,17.55625987,123.1113714,-87.93992426,335.8753934,121.3405198
China,1/01/1970,818315000.00,817044555.60,819492884.10,818275320.40,92602973434.00,-4470000000000.00,2070000000000.00,-1160000000000.00,834233.00,338895.55,1500376.45,916809.56,165082.69,105821.52,279924.25,191231.57,2705610.42,1462755.29,4849675.59,3055472.74,27356270.45,19537432.42,27800590.74,23476182.88,6219194.00,5371588.23,8635287.41,6979970.61,59.09,58.85,59.12,58.99,0.00,-149178562.00,338278031.90,96829449.66,0,-1.35E+11,67207082367,-31107499088,0,-71.2775155,41.4753718,-14.34212362,0,-1.38E+12,6.45E+11,-3.69E+11,57.64958631,55.52363024,59.87116858,57.73171635,0,-44.21506013,22.45629674,-10.38984708,2.481129059,1.020388302,6.969710916,4.038164384,17.4,17.30086851,17.57490684,17.43347099,136.7904126,-62.97013956,353.3459126,139.5141271
China,1/01/1971,841105000.00,839228017.90,841908403.10,840527056.70,99800958648.00,-4400000000000.00,2740000000000.00,-862000000000.00,926925.55,430236.77,1575482.72,992889.61,183425.21,122942.75,299655.35,213760.93,3006233.80,1640185.86,4915702.75,3332609.92,25779868.25,19387801.50,27644814.33,23305390.11,6156888.60,5477354.89,8761673.01,7133311.75,60.30,60.20,60.47,60.34,0.00,-136677199.80,375137158.00,129655039.00,0,-1.17E+11,85194367266,-11747602914,0,-62.58196774,47.03261125,-9.484912409,0,-1.36E+12,6.77E+11,-3.10E+11,57.65535185,55.45184848,59.77986324,57.60813756,0,-41.65933189,25.8778084,-7.776649951,2.756810066,1.686795566,7.170820274,4.410721146,17.292,17.15536031,17.43691381,17.29036643,151.9893473,-65.91869745,357.0739936,149.9455607
China,1/01/1972,862030000.00,860920367.90,863453677.80,862141394.90,114000000000.00,-3800000000000.00,2860000000000.00,-554000000000.00,1029917.28,486846.71,1632282.41,1060870.61,203805.79,155785.21,331579.30,238005.89,3340259.78,2004769.34,5297099.40,3630149.14,25662633.10,18498779.65,26955754.67,22881305.82,6560048.30,5816755.19,9215615.12,7502747.90,61.34,61.25,61.51,61.38,0.00,-101733809.80,400660039.80,166773995.00,0,-92960674526,1.18E+11,6973822476,0,-62.79687178,50.51166456,-6.000694418,0,-1.19E+12,7.68E+11,-2.48E+11,57.66111796,54.865709,59.57077701,57.28343642,0,-39.21277106,28.77811108,-4.827263712,3.063122295,1.810473299,7.692749478,4.823109286,17.184,17.06860318,17.35190714,17.21063045,163.9119288,-64.91853196,368.078974,152.6423668
China,1/01/1973,881940000.00,881006574.20,883557980.60,882264880.80,139000000000.00,-4110000000000.00,2580000000000.00,-721000000000.00,1144352.54,626640.86,1787604.16,1197917.96,226450.88,168793.45,342718.06,252481.24,3711399.75,2290888.08,5587434.42,3979698.98,24632584.20,18417829.75,26754649.91,22767563.96,6208857.60,5285448.66,8475668.27,6901926.77,62.28,62.14,62.42,62.28,0.00,-84639278.26,442022142.40,189132804.20,0,-1.34E+11,70085384719,-32688939175,0,-68.98001345,49.25812614,-10.991593,0,-1.12E+12,8.01E+11,-1.97E+11,57.66688465,55.52478047,59.95911548,57.76791158,0,-38.29143505,29.79871505,-3.846331581,3.403469217,2.838247906,8.45984557,5.624266463,17.184,17.08475908,17.35558614,17.21448836,175.933737,-12.543344,410.579024,192.9032917
China,1/01/1974,900350000.00,898281503.80,900826999.10,899588624.30,144000000000.00,-3750000000000.00,3080000000000.00,-430000000000.00,1271502.82,688164.59,1910101.37,1282494.67,251612.09,188734.84,360427.03,273347.14,4123777.50,2664819.93,5833702.98,4237708.13,22346687.00,18784069.13,26957679.84,22850078.80,6608569.00,5186486.30,8473478.12,6839164.17,63.13,62.96,63.23,63.09,0.00,-46137671.47,479369278.10,217661712.20,0,-1.07E+11,90556989409,-12708705234,0,-61.63691306,52.83372603,-4.764949991,0,-1.20E+12,8.64E+11,-1.41E+11,57.67265191,55.51275306,60.13541744,57.84541571,0,-33.94987746,30.78287642,-1.569803858,3.781632463,3.028457339,8.874338595,5.957144269,17.292,17.14947606,17.4318824,17.29236377,174.2333537,8.726478331,419.2636415,211.0770738
China,1/01/1975,916395000.00,915509534.90,918124062.20,916816302.30,163000000000.00,-3610000000000.00,3300000000000.00,-130000000000.00,1412780.91,763562.83,1941913.38,1358872.48,279568.99,212556.06,385015.78,295922.34,4581975.00,2776967.90,6102413.30,4515691.29,21086248.95,18420091.76,26863107.63,22679286.03,6708011.40,5281277.30,8598122.73,6992650.64,63.92,63.79,64.06,63.92,0.00,-21916124.16,503882099.90,250487301.60,0,-91851182366,1.07E+11,6651191021,0,-55.52353272,61.2799947,0.092261188,0,-1.18E+12,9.60E+11,-81437408111,57.67841976,55.45663344,60.0126481,57.72183693,0,-35.24539523,33.0425164,1.043393271,4.201813848,3.418095303,9.257939764,6.329701031,17.4,17.21833952,17.49679448,17.34992352,199.0397154,7.775469335,435.0667658,221.5086823
