LOCATION,TIME,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Access to electricity (% of population),Renewable electricity output (% of total electricity output),Urban population (% of total population),Electric power consumption (kWh per capita)
CYM,2018,0,100,0,100,0
CYM,2019,0,100.001,0,100,0
CYM,2020,0,100.002,0,0,0
CAF,1960,53.1275262,4.881046529,3.435914934,20.1,0
CAF,1961,53.13283949,4.881534683,3.81768326,20.751,0
CAF,1962,53.1381533,4.882022885,4.241870289,21.418,0
CAF,1963,53.14346765,4.882511136,4.71318921,22.1,0
CAF,1964,53.14878253,4.882999436,5.2368769,22.803,0
CAF,1965,53.15409794,4.883487785,5.818752111,23.519,0
CAF,1966,53.15941388,4.883976183,6.465280123,24.252,0
CAF,1967,53.16473035,4.884464629,7.183644581,25,0
CAF,1968,53.17004736,4.884953124,7.981827312,25.815,0
CAF,1969,53.17536489,4.885441669,8.868697014,26.645,0
CAF,1970,53.18068296,4.885930262,9.854107793,27.492,0
CAF,1971,53.18600156,4.886418904,10.94900866,28.356,0
CAF,1972,53.19132069,4.886907594,12.16556518,29.238,0
CAF,1973,53.19664036,4.887396334,13.51729464,30.133,0
CAF,1974,53.20196055,4.887885122,15.01921627,31.045,0
CAF,1975,53.20728128,4.88837396,16.68801808,31.971,0
CAF,1976,53.21260254,4.888862846,18.54224231,32.575,0
CAF,1977,53.21792434,4.889351781,20.60249145,32.897,0
CAF,1978,53.22324666,4.889840765,22.89165717,33.221,0
CAF,1979,53.22856952,4.890329798,25.43517463,33.546,0
CAF,1980,53.23389291,4.89081888,28.26130514,33.874,0
CAF,1981,53.23921683,4.891308011,31.40145016,34.202,0
CAF,1982,53.24454128,4.891797191,34.89050018,34.532,0
CAF,1983,53.24986627,4.892286419,38.76722242,34.864,0
CAF,1984,53.25519179,4.892775697,43.07469158,35.198,0
CAF,1985,53.26051784,4.893265023,47.86076842,35.532,0
CAF,1986,53.26584442,4.893754399,53.17863158,35.868,0
CAF,1987,53.27117154,4.894243823,59.08736842,36.206,0
CAF,1988,53.27649919,4.894733297,65.65263158,36.545,0
CAF,1989,53.28182737,4.895222819,72.94736842,36.744,0
CAF,1990,53.28715609,4.89571239,81.05263158,36.825,0
CAF,1991,53.38289741,4.89620201,80.85106383,36.906,0
CAF,1992,53.38823624,4.89669168,81.25,36.987,0
CAF,1993,53.39357559,4.897181398,80.41237113,37.068,0
CAF,1994,53.39891549,4.897671165,79.20792079,37.149,0
CAF,1995,53.40425591,4.898160981,79.41176471,37.231,0
CAF,1996,51.57420646,4.898650846,78.84615385,37.312,0
CAF,1997,51.57369072,4.89914076,78.84615385,37.394,0
CAF,1998,51.57317499,4.899630723,78.84615385,37.475,0
CAF,1999,51.57265925,4.900120735,78.5046729,37.557,0
CAF,2000,51.57214353,6,78.5046729,37.639,0
CAF,2001,52.89874943,6.088635921,76.85185185,37.72,0
CAF,2002,52.89822044,6.663701057,76.85185185,37.802,0
CAF,2003,52.89769146,7.220011711,76.36363636,37.884,0
CAF,2004,52.89716248,7.753098488,83.33333333,37.966,0
CAF,2005,52.89663351,8.26116848,83.75,38.069,0
CAF,2006,51.535381,7.805169325,83.83233533,38.193,0
CAF,2007,51.53486564,9.240564346,85.0931677,38.339,0
CAF,2008,51.53435029,9.735059738,85.0931677,38.506,0
CAF,2009,51.53383495,10.24819851,85,38.694,0
CAF,2010,51.53331961,9.8,84.375,38.904,0
CAF,2011,51.22953137,13.15329456,84.48275862,39.135,0
CAF,2012,53.35883384,15.97435284,84.65909091,39.388,0
CAF,2013,50.87491368,18.55493927,99.28057554,39.663,0
CAF,2014,49.35636376,21.18234444,99.41520468,39.959,0
CAF,2015,58.32609851,24.10929489,99.41520468,40.277,0
CAF,2016,56.98542248,27.08800697,98.42105263,40.618,0
CAF,2017,56.82849738,29.83448982,97.43684211,40.98,0
CAF,2018,56.77166889,32.42039871,96.46247368,41.364,0
CAF,2019,56.71489722,32.42072292,95.49784895,41.77,0
CAF,2020,56.65818232,32.42104713,94.54287046,0,0
TCD,1960,65.52410428,2.241207216,0,6.695,0
TCD,1961,65.53065734,2.241431359,0,6.962,0
TCD,1962,65.53721106,2.241655525,0,7.239,0
TCD,1963,65.54376544,2.241879712,0,7.527,0
TCD,1964,65.55032047,2.242103923,0,7.877,0
TCD,1965,65.55687616,2.242328156,0,8.406,0
TCD,1966,65.5634325,2.242552411,0,8.968,0
TCD,1967,65.5699895,2.242776689,0,9.564,0
TCD,1968,65.57654716,2.243000989,0,10.196,0
TCD,1969,65.58310547,2.243225311,0,10.862,0
TCD,1970,65.58966443,2.243449656,0,11.568,0
TCD,1971,65.59622405,2.243674024,0,12.313,0
TCD,1972,65.60278433,2.243898413,0,13.1,0
TCD,1973,65.60934527,2.244122826,0,13.882,0
TCD,1974,65.61590686,2.24434726,0,14.704,0
TCD,1975,65.62246911,2.244571718,0,15.566,0
TCD,1976,65.62903201,2.244796197,0,16.47,0
TCD,1977,65.63559557,2.245020699,0,17.413,0
TCD,1978,65.64215978,2.245245224,0,18.4,0
TCD,1979,65.64872466,2.245469771,0,18.592,0
TCD,1980,65.65529019,2.24569434,0,18.787,0
TCD,1981,65.66185637,2.245918932,0,18.982,0
TCD,1982,65.66842321,2.246143546,0,19.179,0
TCD,1983,65.67499071,2.246368183,0,19.377,0
TCD,1984,65.68155887,2.246592843,0,19.578,0
TCD,1985,65.68812768,2.246817524,0,19.779,0
TCD,1986,65.69469715,2.247042229,0,19.983,0
TCD,1987,65.70126728,2.247266955,0,20.187,0
TCD,1988,65.70783806,2.247491704,0,20.394,0
TCD,1989,65.7144095,2.247716476,0,20.602,0
TCD,1990,65.7209816,2.24794127,0,20.811,0
TCD,1991,68.87294286,2.248166087,0,21.023,0
TCD,1992,68.87983085,2.248390926,0,21.235,0
TCD,1993,68.88671952,2.248615787,0,21.408,0
TCD,1994,68.89360888,2.248840672,0,21.44,0
TCD,1995,68.90049893,2.249065578,0,21.473,0
TCD,1996,65.97423949,2.249290507,0,21.506,0
TCD,1997,65.97357975,2.249515459,0,21.538,0
TCD,1998,65.97292001,2.249740433,0,21.571,0
TCD,1999,65.97226028,2.249965429,0,21.604,0
TCD,2000,65.97160056,2.704967737,0,21.637,0
TCD,2001,58.20322007,3.150154591,0,21.67,0
TCD,2002,58.20263804,3.581056356,0,21.702,0
TCD,2003,58.20205601,3.993203878,0,21.735,0
TCD,2004,58.20147399,3.5,0,21.768,0
TCD,2005,58.20089197,4.746034145,0,21.801,0
TCD,2006,56.58889101,5.093831062,0,21.834,0
TCD,2007,56.58832512,5.437104225,0,21.868,0
TCD,2008,56.58775924,5.787436008,0,21.901,0
TCD,2009,56.58719336,6.156412125,0,21.934,0
TCD,2010,56.58662749,6.4,0,21.985,0
TCD,2011,55.19515958,6.996632099,0,22.054,0
TCD,2012,58.67538804,7.487630844,0,22.142,0
TCD,2013,53.0564069,8.023126602,0,22.248,0
TCD,2014,51.24716851,8.594219208,0,22.372,0
TCD,2015,68.68239375,7.7,0,22.515,0
TCD,2016,64.77076912,10.41574097,0,22.677,0
TCD,2017,66.0292055,10.9,0,22.858,0
TCD,2018,65.96317629,11.75935555,0,23.059,0
TCD,2019,65.89721311,11.75947314,0,23.279,0
TCD,2020,65.8313159,11.75959074,0,0,0
CHI,1960,0,0,0,38.7,0
CHI,1961,0,0,0,38.436,0
CHI,1962,0,0,0,38.172,0
CHI,1963,0,0,0,37.909,0
CHI,1964,0,0,0,37.646,0
CHI,1965,0,0,0,37.385,0
CHI,1966,0,0,0,37.124,0
CHI,1967,0,0,0,36.864,0
CHI,1968,0,0,0,36.604,0
CHI,1969,0,0,0,36.346,0
CHI,1970,0,0,0,36.088,0
CHI,1971,0,0,0,35.803,0
CHI,1972,0,0,0,35.394,0
CHI,1973,0,0,0,34.989,0
CHI,1974,0,0,0,34.585,0
CHI,1975,0,0,0,34.183,0
CHI,1976,0,0,0,33.783,0
CHI,1977,0,0,0,33.387,0
CHI,1978,0,0,0,32.992,0
CHI,1979,0,0,0,32.599,0
CHI,1980,0,0,0,32.209,0
CHI,1981,0,0,0,31.909,0
CHI,1982,0,0,0,31.89,0
CHI,1983,0,0,0,31.871,0
CHI,1984,0,0,0,31.851,0
CHI,1985,0,0,0,31.832,0
CHI,1986,0,0,0,31.813,0
CHI,1987,0,0,0,31.707,0
CHI,1988,0,0,0,31.602,0
CHI,1989,0,0,0,31.497,0
CHI,1990,0,0,0,31.392,0
CHI,1991,0,0,0,31.262,0
CHI,1992,0,0,0,31.076,0
CHI,1993,0,0,0,30.891,0
CHI,1994,0,0,0,30.706,0
CHI,1995,0,0,0,30.522,0
CHI,1996,0,0,0,30.4,0
CHI,1997,0,0,0,30.416,0
CHI,1998,0,0,0,30.432,0
CHI,1999,0,0,0,30.449,0
CHI,2000,0,0,0,30.465,0
CHI,2001,0,0,0,30.495,0
CHI,2002,0,0,0,30.557,0
CHI,2003,0,0,0,30.619,0
CHI,2004,0,0,0,30.681,0
CHI,2005,0,0,0,30.743,0
CHI,2006,0,0,0,30.805,0
CHI,2007,0,0,0,30.867,0
CHI,2008,0,0,0,30.929,0
CHI,2009,0,0,0,30.992,0
CHI,2010,0,0,0,31.054,0
CHI,2011,0,0,0,31.091,0
CHI,2012,0,0,0,31.059,0
CHI,2013,0,0,0,31.027,0
CHI,2014,0,0,0,30.995,0
CHI,2015,0,0,0,30.962,0
CHI,2016,0,0,0,30.93,0
CHI,2017,0,0,0,30.914,0
CHI,2018,0,0,0,30.914,0
CHI,2019,0,0,0,30.931,0
CHI,2020,0,0,0,0,0
CHL,1960,24.60213564,96.31455418,2.2822281,67.836,238.8914431
CHL,1961,24.6045961,96.3241866,2.535809,68.66,265.4349368
CHL,1962,24.60705681,96.33381999,2.817565555,69.435,294.9277076
CHL,1963,24.60951776,96.34345433,3.130628395,70.2,327.6974529
CHL,1964,24.61197896,96.35308964,3.478475994,70.955,364.108281
CHL,1965,24.6144404,96.36272591,3.864973327,71.696,404.5647566
CHL,1966,24.61690209,96.37236315,4.294414808,72.427,449.5163963
CHL,1967,24.61936403,96.38200135,4.771572009,73.146,499.4626625
CHL,1968,24.62182621,96.39164051,5.301746676,73.854,554.9585139
CHL,1969,24.62428864,96.40128064,5.89082964,74.547,616.620571
CHL,1970,24.62675131,96.41092173,6.545366267,75.227,685.1339678
CHL,1971,24.62921424,96.42056379,7.272629185,75.883,761.2599642
CHL,1972,24.6316774,96.43020681,8.080699095,76.528,787.8322282
CHL,1973,24.63414082,96.4398508,8.97855455,77.159,757.8540418
CHL,1974,24.63660448,96.44949575,9.976171722,77.778,800.5716479
CHL,1975,24.63906838,96.45914166,11.08463525,78.386,731.1910427
CHL,1976,24.64153254,96.46878854,12.31626139,78.982,768.7174662
CHL,1977,24.64399694,96.47843638,13.68473487,79.565,793.8455955
CHL,1978,24.64646158,96.48808519,15.20526097,80.136,834.0573885
CHL,1979,24.64892648,96.49773496,16.89473441,80.695,876.4200622
CHL,1980,24.65139162,96.5073857,18.77192712,81.243,902.7660774
CHL,1981,24.653857,96.51703741,20.8576968,81.778,919.0974903
CHL,1982,24.65632263,96.52669007,23.17521867,82.226,887.3534549
CHL,1983,24.65878851,96.53634371,25.75024297,82.359,906.4524906
CHL,1984,24.66125464,96.54599831,28.61138107,82.492,966.871127
CHL,1985,24.66372101,96.55565387,31.79042342,82.624,988.1509991
CHL,1986,24.66618763,96.56531041,35.32269268,82.755,1028.136106
CHL,1987,24.66865449,96.5749679,39.24743632,82.885,1054.423803
CHL,1988,24.67112161,96.58462637,43.60826257,83.014,1121.522998
CHL,1989,24.67358896,96.59428579,48.45362508,83.143,1208.767327
CHL,1990,24.67605657,96.60394619,53.8373612,83.271,1237.624601
CHL,1991,24.93326573,96.61360755,70.97339813,83.398,1313.943016
CHL,1992,24.9357593,96.62326988,82.69462952,83.564,1457.089193
CHL,1993,24.93825313,96.63293317,81.6647919,83.896,1514.743308
CHL,1994,24.9407472,96.64259743,74.26514222,84.223,1588.695457
CHL,1995,24.94324153,96.65226266,72.40518072,84.545,1745.374722
CHL,1996,26.16964154,96.66192885,60.45293333,84.861,1926.529594
CHL,1997,26.16937984,96.67159601,62.13472685,85.172,2069.359174
CHL,1998,26.16911815,96.68126413,48.17088625,85.477,2176.964965
CHL,1999,26.16885646,96.69093323,38.03073717,85.778,2392.961722
CHL,2000,26.16859477,97.938687,48.54783173,86.073,2499.290689
CHL,2001,25.5283381,97.17362976,54.26159742,86.363,2628.686708
CHL,2002,25.52808282,97.39578247,55.45098578,86.606,2727.868165
CHL,2003,25.52782754,98.782325,50.15695402,86.665,2897.79233
CHL,2004,25.52757226,97.77936554,46.90087486,86.725,3064.445137
CHL,2005,25.52731698,97.93452454,53.88308818,86.783,3095.647512
CHL,2006,25.89332741,99.368108,55.25488069,86.842,3222.415061
CHL,2007,25.89306848,98.20809937,44.15559999,86.9,3339.464537
CHL,2008,25.89280955,98.34968567,45.74902854,86.959,3338.289366
CHL,2009,25.89255062,99.593662,48.8274431,87.017,3296.540735
CHL,2010,25.89229169,99.38300323,40.202535,87.074,3306.95273
CHL,2011,27.24586707,99.588193,39.59642689,87.132,3583.585902
CHL,2012,25.0471553,100,36.44535562,87.189,3807.510276
CHL,2013,23.9366936,99.6,35.66687196,87.246,3879.860731
CHL,2014,22.86825181,100,42.40700891,87.303,3879.675605
CHL,2015,22.56979255,99.714844,43.60433496,87.36,3875.795929
CHL,2016,20.87687041,100,43.16829162,87.422,3871.920133
CHL,2017,21.03629906,100,42.7366087,87.49,3868.048213
CHL,2018,21.01526276,100,42.30924261,87.564,3864.180165
CHL,2019,20.9942475,100.001,41.88615019,87.643,3860.315985
CHL,2020,20.97325325,100.002,41.46728868,0,3856.455669
CHN,1960,57.59196266,0,0.86511621,16.203,47.69586769
CHN,1961,57.59772243,0,0.961240233,16.708,52.99540854
CHN,1962,57.60348278,0,1.068044704,17.226,58.88378727
CHN,1963,57.60924371,0,1.186716337,17.757,65.4264303
CHN,1964,57.61500521,0,1.318573708,18.299,72.69603367
CHN,1965,57.62076728,0,1.465081898,18.086,80.77337074
CHN,1966,57.62652994,0,1.627868776,17.915,89.74818971
CHN,1967,57.63229317,0,1.808743084,17.785,99.72021079
CHN,1968,57.63805697,0,2.009714538,17.656,110.8002342
CHN,1969,57.64382135,0,2.233016153,17.528,123.1113714
CHN,1970,57.64958631,0,2.481129059,17.4,136.7904126
CHN,1971,57.65535185,0,2.756810066,17.292,151.9893473
CHN,1972,57.66111796,0,3.063122295,17.184,163.9119288
CHN,1973,57.66688465,0,3.403469217,17.184,175.933737
CHN,1974,57.67265191,0,3.781632463,17.292,174.2333537
CHN,1975,57.67841976,0,4.201813848,17.4,199.0397154
CHN,1976,57.68418817,0,4.668682053,17.46,204.0303647
CHN,1977,57.68995717,0,5.187424503,17.52,220.6570531
CHN,1978,57.69572674,0,5.763805004,17.9,246.5557723
CHN,1979,57.70149689,0,6.404227782,18.617,267.3742654
CHN,1980,57.70726762,0,7.115808647,19.358,281.6246873
CHN,1981,57.71303892,0,7.906454052,20.118,285.8177757
CHN,1982,57.7188108,0,8.784948947,20.902,299.1979219
CHN,1983,57.72458326,0,9.761054385,21.545,317.0202578
CHN,1984,57.7303563,0,10.84561598,22.203,336.4116413
CHN,1985,57.73612991,0,12.05068443,22.874,362.8120719
CHN,1986,57.7419041,0,13.38964936,23.559,391.351625
CHN,1987,57.74767887,0,14.87738818,24.259,426.5544932
CHN,1988,57.75345421,0,16.53043131,24.974,461.7975182
CHN,1989,57.75923014,0,18.3671459,25.701,487.373173
CHN,1990,57.76500664,0,20.40793989,26.442,510.6198549
CHN,1991,58.63669826,0,18.47113079,27.312,548.9537531
CHN,1992,58.64256252,0,17.58468367,28.2,604.6936831
CHN,1993,58.64842736,0,18.12526017,29.103,662.6370456
CHN,1994,58.65429279,0,18.0884357,30.024,727.1073597
CHN,1995,58.6601588,0,19.2141393,30.961,770.2802412
CHN,1996,60.70726758,0,17.55221062,31.916,821.0808591
CHN,1997,60.7066605,0,17.51246602,32.883,852.7406865
CHN,1998,60.70605344,0,18.06115632,33.867,870.6172223
CHN,1999,60.70544638,0,16.68146593,34.865,913.963448
CHN,2000,60.70483932,96.90710449,16.63949819,35.877,992.9433847
CHN,2001,66.17715093,97.21813965,18.95851917,37.093,1076.549121
CHN,2002,66.17648916,97.51490021,17.6186279,38.425,1194.856295
CHN,2003,66.1758274,97.79290009,15.03704033,39.776,1379.484632
CHN,2004,66.17516564,98.04767609,16.22326642,41.144,1585.838782
CHN,2005,66.17450389,98.2774353,16.17502498,42.522,1782.312153
CHN,2006,69.48234966,98.49108124,15.59278342,43.868,2039.01466
CHN,2007,69.48165484,98.70021057,15.26334714,45.199,2325.926769
CHN,2008,69.48096002,98.91639709,17.73744406,46.539,2446.369055
CHN,2009,69.48026521,99.15122223,17.8637982,47.88,2612.45662
CHN,2010,69.47957041,99.7,18.62282605,49.226,2943.589954
CHN,2011,70.54202883,99.87438202,16.76177043,50.511,3298.003913
CHN,2012,63.82701684,99.9748764,19.96624894,51.765,3474.988062
CHN,2013,65.51455022,100,20.29622738,53.013,3773.405384
CHN,2014,59.76736751,100,22.60915378,54.259,3927.0445
CHN,2015,59.06342246,100,23.92681717,55.5,3923.117455
CHN,2016,52.21132204,100,23.687549,56.736,3919.194338
CHN,2017,52.66459583,100,23.45067351,57.96,3915.275144
CHN,2018,52.61193123,100,23.21616678,59.152,3911.359869
CHN,2019,52.5593193,100.001,22.98400511,60.308,3907.448509
CHN,2020,52.50675998,100.002,22.75416506,0,3903.54106
COL,1960,20.32245345,93.22374248,3.238014293,46.268,130.1650392
COL,1961,20.32448589,93.23306578,3.597793659,47.702,144.6278214
COL,1962,20.32651855,93.24239002,3.99754851,49.143,160.6975793
COL,1963,20.3285514,93.25171519,4.441720566,50.584,178.5528659
COL,1964,20.33058446,93.2610413,4.935245074,52.027,198.3920732
COL,1965,20.33261772,93.27036834,5.483605637,52.82,220.4356369
COL,1966,20.33465119,93.2796963,6.092895153,53.587,244.9284854
COL,1967,20.33668486,93.28902521,6.769883503,54.352,272.1427616
COL,1968,20.33871873,93.29835504,7.522092781,55.117,302.3808462
COL,1969,20.3407528,93.30768581,8.357880868,55.877,335.978718
COL,1970,20.34278708,93.31701751,9.286534298,56.635,373.3096867
COL,1971,20.34482156,93.32635015,10.31837144,57.39,414.7885408
COL,1972,20.34685625,93.33568372,11.46485716,58.143,400.3743222
COL,1973,20.34889114,93.34501822,12.73873018,58.89,432.7127541
COL,1974,20.35092623,93.35435365,14.15414464,59.607,472.3347689
COL,1975,20.35296153,93.36369002,15.72682738,60.306,454.3433168
COL,1976,20.35499703,93.37302733,17.47425264,61.003,469.4388864
COL,1977,20.35703273,93.38236556,19.41583627,61.693,512.9041877
COL,1978,20.35906864,93.39170473,21.57315141,62.379,568.1661639
COL,1979,20.36110475,93.40104484,23.97016823,63.061,607.3044666
COL,1980,20.36314106,93.41038588,26.63352026,63.738,637.2742106
COL,1981,20.36517758,93.41972785,29.59280029,64.408,634.2600513
COL,1982,20.3672143,93.42907076,32.88088921,65.073,659.3522186
COL,1983,20.36925123,93.4384146,36.53432134,65.733,664.0620769
COL,1984,20.37128835,93.44775937,40.59369038,66.387,720.3584712
COL,1985,20.37332569,93.45710508,45.10410042,67.034,755.1952687
COL,1986,20.37536322,93.46645173,50.11566713,67.566,809.3226591
COL,1987,20.37740096,93.47579931,55.68407459,68.051,785.1153264
COL,1988,20.37943891,93.48514782,61.87119399,68.532,804.6186904
COL,1989,20.38147706,93.49449727,68.7457711,69.008,851.4827869
COL,1990,20.38351541,93.50384766,76.38419011,69.481,871.5939841
COL,1991,20.00523293,93.51319898,75.68261692,69.949,871.1924358
COL,1992,20.00723366,93.52255123,68.66500729,70.415,778.7042501
COL,1993,20.00923458,93.53190442,73.25397443,70.874,872.8096263
COL,1994,20.0112357,93.54125855,78.49259823,71.328,910.2888791
COL,1995,20.01323703,93.55061361,76.4046259,71.777,920.4743646
COL,1996,20.05422212,93.55996961,82.99202066,72.223,911.0920112
COL,1997,20.05402158,93.56932654,71.64443448,72.662,917.7494644
COL,1998,20.05382104,93.57868441,69.74630822,73.098,894.2687274
COL,1999,20.0536205,93.58804321,79.86081921,73.53,827.7292398
COL,2000,20.05341997,95.2,75.52463768,73.957,845.5975169
COL,2001,21.28562678,94.22931671,74.33819806,74.379,865.909134
COL,2002,21.28541392,94.53076172,76.50415168,74.797,873.264416
COL,2003,21.28520106,94.81345367,78.788595,75.211,876.4128864
COL,2004,21.28498821,95.07292175,81.65087793,75.62,912.1837359
COL,2005,21.28477536,96.8,80.16965652,76.024,909.2160143
COL,2006,21.49870536,95.52570343,80.60076258,76.423,961.0447708
COL,2007,21.49849037,95.73952484,81.53339128,76.816,988.5793229
COL,2008,21.49827539,96.806763,84.01086918,77.204,988.4539075
COL,2009,21.4980604,96.057229,72.87791562,77.587,1065.607653
COL,2010,21.49784542,96.788995,72.12069198,77.964,1094.560942
COL,2011,21.36777875,96.6936,83.46528973,78.335,1139.659863
COL,2012,20.53663622,97.032176,79.5501941,78.701,1170.073931
COL,2013,19.22334802,97.779418,73.99867546,79.061,1310.664698
COL,2014,18.34420526,97.790938,74.03831068,79.415,1312.199493
COL,2015,17.30028428,98.186898,68.23681122,79.764,1310.887293
COL,2016,16.58060037,98.4,67.55444311,80.108,1309.576406
COL,2017,16.52721022,98.5,66.87889868,80.446,1308.26683
COL,2018,16.51068301,99.93644714,66.21010969,80.778,1306.958563
COL,2019,16.49417233,99.93744652,65.54800859,81.104,1305.651604
COL,2020,16.47767816,99.9384459,64.89252851,0,1304.345953
COM,1960,21.68882384,0,0,12.551,0
COM,1961,21.69099294,0,0,13.348,0
COM,1962,21.69316226,0,0,14.189,0
COM,1963,21.69533179,0,0,15.074,0
COM,1964,21.69750154,0,0,16.004,0
COM,1965,21.69967151,0,0,16.978,0
COM,1966,21.70184169,0,0,18,0
COM,1967,21.70401209,0,0,18.34,0
COM,1968,21.70618271,0,0,18.685,0
COM,1969,21.70835354,0,0,19.035,0
COM,1970,21.7105246,0,0,19.39,0
COM,1971,21.71269587,0,0,19.75,0
COM,1972,21.71486735,0,0,20.115,0
COM,1973,21.71703906,0,0,20.484,0
COM,1974,21.71921098,0,0,20.859,0
COM,1975,21.72138312,0,0,21.239,0
COM,1976,21.72355547,0,0,21.625,0
COM,1977,21.72572805,0,0,22.014,0
COM,1978,21.72790084,0,0,22.41,0
COM,1979,21.73007384,0,0,22.81,0
COM,1980,21.73224707,0,0,23.215,0
COM,1981,21.73442051,0,0,23.649,0
COM,1982,21.73659417,0,0,24.095,0
COM,1983,21.73876805,0,0,24.548,0
COM,1984,21.74094214,0,0,25.006,0
COM,1985,21.74311645,0,0,25.469,0
COM,1986,21.74529098,0,0,25.938,0
COM,1987,21.74746573,0,0,26.413,0
COM,1988,21.74964069,0,0,26.893,0
COM,1989,21.75181587,0,0,27.378,0
COM,1990,21.75399127,0,0,27.869,0
COM,1991,21.06899333,0,0,28.366,0
COM,1992,21.07110044,0,0,28.435,0
COM,1993,21.07320776,0,0,28.39,0
COM,1994,21.0753153,0,0,28.346,0
COM,1995,21.07742304,0,0,28.301,0
COM,1996,21.5449175,0,0,28.257,0
COM,1997,21.54470205,0,0,28.213,0
COM,1998,21.5444866,0,0,28.168,0
COM,1999,21.54427116,0,0,28.124,0
COM,2000,21.54405572,0,0,28.08,0
COM,2001,21.24405618,0,0,28.036,0
COM,2002,21.24384374,0,0,27.992,0
COM,2003,21.2436313,0,0,27.947,0
COM,2004,21.24341886,0,0,27.903,0
COM,2005,21.24320643,51.2086525,0,27.875,0
COM,2006,20.66718456,53.43353271,0,27.863,0
COM,2007,20.66697789,55.6538887,0,27.867,0
COM,2008,20.66677122,57.88130188,0,27.886,0
COM,2009,20.66656455,60.1273613,0,27.921,0
COM,2010,20.66635788,70.10408783,0,27.973,0
COM,2011,21.02016044,69.60527039,0,28.04,0
COM,2012,21.2526292,69.3,0,28.123,0
COM,2013,21.04796184,69.50240326,0,28.223,0
COM,2014,21.50207199,71.95057678,0,28.338,0
COM,2015,20.71555746,74.42545319,0,28.47,0
COM,2016,20.48272773,76.91812134,0,28.619,0
COM,2017,20.5468246,79.41969299,0,28.784,0
COM,2018,20.52627778,81.92275238,0,28.965,0
COM,2019,20.5057515,81.92357162,0,29.164,0
COM,2020,20.48524575,81.92439086,0,0,0
COD,1960,43.10362299,0,4.220358678,22.3,50.92309606
COD,1961,43.10793378,0,4.68928742,22.523,56.58121784
COD,1962,43.11224501,0,5.210319355,22.749,62.86801982
COD,1963,43.11655666,0,5.789243728,22.976,69.85335536
COD,1964,43.12086875,0,6.432493031,23.204,77.61483929
COD,1965,43.12518127,0,7.147214479,23.434,86.23871032
COD,1966,43.12949422,0,7.941349421,23.666,95.82078924
COD,1967,43.1338076,0,8.823721579,23.899,106.4675436
COD,1968,43.13812141,0,9.804135088,24.134,118.2972707
COD,1969,43.14243565,0,10.89348343,24.37,131.4414119
COD,1970,43.14675033,0,12.10387048,24.608,146.0460132
COD,1971,43.15106543,0,13.44874498,24.847,162.273348
COD,1972,43.15538097,0,14.94304997,25.089,158.7965701
COD,1973,43.15969694,0,16.60338886,25.331,167.3548115
COD,1974,43.16401334,0,18.44820984,25.575,169.2835911
COD,1975,43.16833018,0,20.49801094,25.821,167.2227587
COD,1976,43.17264744,0,22.77556771,26.068,161.8389179
COD,1977,43.17696514,0,25.30618634,26.317,158.3561967
COD,1978,43.18128327,0,28.11798483,26.567,148.3788618
COD,1979,43.18560183,0,31.24220536,26.819,142.9262124
COD,1980,43.18992082,0,34.71356151,27.072,150.9167223
COD,1981,43.19424024,0,38.5706239,27.327,135.6492722
COD,1982,43.1985601,0,42.85624878,27.583,130.3518443
COD,1983,43.20288039,0,47.6180542,27.84,138.0446616
COD,1984,43.20720111,0,52.90894912,28.1,141.3477411
COD,1985,43.21152226,0,58.78772124,28.513,148.1532102
COD,1986,43.21584384,0,65.31969027,28.93,150.6654849
COD,1987,43.22016586,0,72.57743363,29.35,145.8353447
COD,1988,43.22448831,0,80.64159292,29.775,145.8831201
COD,1989,43.22881119,0,89.60176991,30.202,169.4917027
COD,1990,43.2331345,0,99.55752212,30.633,130.8793768
COD,1991,43.46564422,0,99.58341223,31.067,125.4865039
COD,1992,43.46999122,0,99.6871398,31.506,115.2303506
COD,1993,43.47433866,0,99.69341749,31.946,102.587001
COD,1994,43.47868652,0,99.66114458,32.39,101.3092821
COD,1995,43.48303483,0,99.70859641,32.838,108.8843208
COD,1996,44.76353508,0,99.70535276,33.289,104.847733
COD,1997,44.76308745,0,99.62324013,33.742,95.39742233
COD,1998,44.76263982,0,99.59813875,34.199,93.40029169
COD,1999,44.76219219,0,99.54768187,34.659,95.16630726
COD,2000,44.76174457,6.7,99.94984955,35.122,96.56979585
COD,2001,42.0451205,7.262416363,99.91613552,35.587,95.542825
COD,2002,42.04470005,7.917279243,99.86885246,36.055,89.73030899
COD,2003,42.0442796,8.553387642,99.88612331,36.526,90.20802488
COD,2004,42.04385916,9.166272163,99.88676575,37,88.18727661
COD,2005,42.04343872,6,99.90507187,37.481,89.45731897
COD,2006,41.39969529,10.32589817,99.39016307,37.971,101.7709398
COD,2007,41.3992813,15.2,98.89621923,38.47,105.2457208
COD,2008,41.3988673,11.46742439,98.7150616,38.976,101.2064072
COD,2009,41.39845332,12.06036186,98.90501655,39.491,106.7918701
COD,2010,41.39803933,12.68352604,98.91208096,40.013,104.656082
COD,2011,41.49328795,13.34850311,98.88593493,40.544,108.0216234
COD,2012,43.03677157,15.4,99.88176563,41.082,112.1836598
COD,2013,44.49576095,14.82291889,99.89101477,41.627,117.0283018
COD,2014,42.5494471,13.5,99.87556561,42.18,108.5167011
