,Country,LOCATION,ISO CODE 2 letter,VARIABLE,Variable,SOURCE,Source,YEAR,Year,visitors,Flag Codes,Flags
776,Costa Rica,CRI,CR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2009,2009,1922579,,
777,Costa Rica,CRI,CR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2010,2010,2099829,,
778,Costa Rica,CRI,CR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2011,2011,2192059,,
779,Costa Rica,CRI,CR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2012,2012,2343213,,
780,Costa Rica,CRI,CR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2013,2013,2427941,,
781,Costa Rica,CRI,CR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2014,2014,2526817,,
782,Costa Rica,CRI,CR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2015,2015,2660257,,
783,Costa Rica,CRI,CR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2016,2016,2925128,,
784,Costa Rica,CRI,CR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2017,2017,2959869,,
785,Costa Rica,CRI,CR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2018,2018,3016667,,
786,Costa Rica,CRI,CR,CAN,Canada,DEMAND,Tourism demand surveys,2009,2009,102471,,
787,Costa Rica,CRI,CR,CAN,Canada,DEMAND,Tourism demand surveys,2010,2010,119654,,
788,Costa Rica,CRI,CR,CAN,Canada,DEMAND,Tourism demand surveys,2011,2011,133033,,
789,Costa Rica,CRI,CR,CAN,Canada,DEMAND,Tourism demand surveys,2012,2012,151568,,
790,Costa Rica,CRI,CR,CAN,Canada,DEMAND,Tourism demand surveys,2013,2013,160398,,
791,Costa Rica,CRI,CR,CAN,Canada,DEMAND,Tourism demand surveys,2014,2014,172730,,
792,Costa Rica,CRI,CR,CAN,Canada,DEMAND,Tourism demand surveys,2015,2015,175771,,
793,Costa Rica,CRI,CR,CAN,Canada,DEMAND,Tourism demand surveys,2016,2016,188104,,
794,Costa Rica,CRI,CR,CAN,Canada,DEMAND,Tourism demand surveys,2017,2017,201921,,
795,Costa Rica,CRI,CR,CAN,Canada,DEMAND,Tourism demand surveys,2018,2018,217006,,
796,Costa Rica,CRI,CR,EUROP,Europe,DEMAND,Tourism demand surveys,2009,2009,250154,,
797,Costa Rica,CRI,CR,EUROP,Europe,DEMAND,Tourism demand surveys,2010,2010,277412,,
798,Costa Rica,CRI,CR,EUROP,Europe,DEMAND,Tourism demand surveys,2011,2011,290719,,
799,Costa Rica,CRI,CR,EUROP,Europe,DEMAND,Tourism demand surveys,2012,2012,284996,,
800,Costa Rica,CRI,CR,EUROP,Europe,DEMAND,Tourism demand surveys,2013,2013,300942,,
801,Costa Rica,CRI,CR,EUROP,Europe,DEMAND,Tourism demand surveys,2014,2014,370482,,
802,Costa Rica,CRI,CR,EUROP,Europe,DEMAND,Tourism demand surveys,2015,2015,393115,,
803,Costa Rica,CRI,CR,EUROP,Europe,DEMAND,Tourism demand surveys,2016,2016,434884,,
804,Costa Rica,CRI,CR,EUROP,Europe,DEMAND,Tourism demand surveys,2017,2017,462295,,
805,Costa Rica,CRI,CR,EUROP,Europe,DEMAND,Tourism demand surveys,2018,2018,480102,,
806,Costa Rica,CRI,CR,USA,United States,DEMAND,Tourism demand surveys,2009,2009,770129,,
807,Costa Rica,CRI,CR,USA,United States,DEMAND,Tourism demand surveys,2010,2010,830993,,
808,Costa Rica,CRI,CR,USA,United States,DEMAND,Tourism demand surveys,2011,2011,858829,,
809,Costa Rica,CRI,CR,USA,United States,DEMAND,Tourism demand surveys,2012,2012,921097,,
810,Costa Rica,CRI,CR,USA,United States,DEMAND,Tourism demand surveys,2013,2013,929402,,
811,Costa Rica,CRI,CR,USA,United States,DEMAND,Tourism demand surveys,2014,2014,997262,,
812,Costa Rica,CRI,CR,USA,United States,DEMAND,Tourism demand surveys,2015,2015,1077044,,
813,Costa Rica,CRI,CR,USA,United States,DEMAND,Tourism demand surveys,2016,2016,1233277,,
814,Costa Rica,CRI,CR,USA,United States,DEMAND,Tourism demand surveys,2017,2017,1199241,,
815,Costa Rica,CRI,CR,USA,United States,DEMAND,Tourism demand surveys,2018,2018,1265067,,
816,Costa Rica,CRI,CR,AMERC,Central America,DEMAND,Tourism demand surveys,2009,2009,588739,,
817,Costa Rica,CRI,CR,AMERC,Central America,DEMAND,Tourism demand surveys,2010,2010,642517,,
818,Costa Rica,CRI,CR,AMERC,Central America,DEMAND,Tourism demand surveys,2011,2011,674172,,
819,Costa Rica,CRI,CR,AMERC,Central America,DEMAND,Tourism demand surveys,2012,2012,721049,,
820,Costa Rica,CRI,CR,AMERC,Central America,DEMAND,Tourism demand surveys,2013,2013,736161,,
821,Costa Rica,CRI,CR,AMERC,Central America,DEMAND,Tourism demand surveys,2014,2014,716645,,
822,Costa Rica,CRI,CR,AMERC,Central America,DEMAND,Tourism demand surveys,2015,2015,709102,,
823,Costa Rica,CRI,CR,AMERC,Central America,DEMAND,Tourism demand surveys,2016,2016,724638,,
824,Costa Rica,CRI,CR,AMERC,Central America,DEMAND,Tourism demand surveys,2017,2017,735178,,
825,Costa Rica,CRI,CR,AMERC,Central America,DEMAND,Tourism demand surveys,2018,2018,691386,,
826,Costa Rica,CRI,CR,AMERS,South America,DEMAND,Tourism demand surveys,2009,2009,109572,,
827,Costa Rica,CRI,CR,AMERS,South America,DEMAND,Tourism demand surveys,2010,2010,119167,,
828,Costa Rica,CRI,CR,AMERS,South America,DEMAND,Tourism demand surveys,2011,2011,128911,,
829,Costa Rica,CRI,CR,AMERS,South America,DEMAND,Tourism demand surveys,2012,2012,136486,,
830,Costa Rica,CRI,CR,AMERS,South America,DEMAND,Tourism demand surveys,2013,2013,164224,,
831,Costa Rica,CRI,CR,AMERS,South America,DEMAND,Tourism demand surveys,2014,2014,138138,,
832,Costa Rica,CRI,CR,AMERS,South America,DEMAND,Tourism demand surveys,2015,2015,156152,,
833,Costa Rica,CRI,CR,AMERS,South America,DEMAND,Tourism demand surveys,2016,2016,181179,,
834,Costa Rica,CRI,CR,AMERS,South America,DEMAND,Tourism demand surveys,2017,2017,181399,,
835,Costa Rica,CRI,CR,AMERS,South America,DEMAND,Tourism demand surveys,2018,2018,190413,,
836,Costa Rica,CRI,CR,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2008,2008,23189831,E,Estimated value
837,Costa Rica,CRI,CR,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2009,2009,22878690,E,Estimated value
838,Costa Rica,CRI,CR,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2010,2010,22258187,E,Estimated value
839,Costa Rica,CRI,CR,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2011,2011,24112649,E,Estimated value
840,Costa Rica,CRI,CR,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2012,2012,27181271,E,Estimated value
841,Costa Rica,CRI,CR,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2013,2013,28164116,E,Estimated value
842,Costa Rica,CRI,CR,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2014,2014,31332531,E,Estimated value
843,Costa Rica,CRI,CR,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2015,2015,30060904,E,Estimated value
844,Costa Rica,CRI,CR,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2016,2016,35394049,E,Estimated value
845,Costa Rica,CRI,CR,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2017,2017,35222441,E,Estimated value
846,Costa Rica,CRI,CR,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2018,2018,35295004,E,Estimated value
847,Croatia,HRV,HR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2008,2008,8665581,,
848,Croatia,HRV,HR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2009,2009,8693796,,
849,Croatia,HRV,HR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2010,2010,9110742,,
850,Croatia,HRV,HR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2011,2011,9926674,,
851,Croatia,HRV,HR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2012,2012,10369226,,
852,Croatia,HRV,HR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2013,2013,10948366,,
853,Croatia,HRV,HR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2014,2014,11622961,,
854,Croatia,HRV,HR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2015,2015,12683179,,
855,Croatia,HRV,HR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2016,2016,13808532,,
856,Croatia,HRV,HR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2017,2017,15592899,,
857,Croatia,HRV,HR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2018,2018,16644871,,
858,Croatia,HRV,HR,AUT,Austria,SUPPLY,Tourism supply surveys,2008,2008,692282,,
859,Croatia,HRV,HR,AUT,Austria,SUPPLY,Tourism supply surveys,2009,2009,776450,,
860,Croatia,HRV,HR,AUT,Austria,SUPPLY,Tourism supply surveys,2010,2010,810340,,
861,Croatia,HRV,HR,AUT,Austria,SUPPLY,Tourism supply surveys,2011,2011,892467,,
862,Croatia,HRV,HR,AUT,Austria,SUPPLY,Tourism supply surveys,2012,2012,945578,,
863,Croatia,HRV,HR,AUT,Austria,SUPPLY,Tourism supply surveys,2013,2013,969422,,
864,Croatia,HRV,HR,AUT,Austria,SUPPLY,Tourism supply surveys,2014,2014,1018521,,
865,Croatia,HRV,HR,AUT,Austria,SUPPLY,Tourism supply surveys,2015,2015,1119709,,
866,Croatia,HRV,HR,AUT,Austria,SUPPLY,Tourism supply surveys,2016,2016,1237969,,
867,Croatia,HRV,HR,AUT,Austria,SUPPLY,Tourism supply surveys,2017,2017,1331215,,
868,Croatia,HRV,HR,AUT,Austria,SUPPLY,Tourism supply surveys,2018,2018,1369709,,
869,Croatia,HRV,HR,CZE,Czech Republic,SUPPLY,Tourism supply surveys,2008,2008,588911,,
870,Croatia,HRV,HR,CZE,Czech Republic,SUPPLY,Tourism supply surveys,2009,2009,578517,,
871,Croatia,HRV,HR,CZE,Czech Republic,SUPPLY,Tourism supply surveys,2010,2010,605732,,
872,Croatia,HRV,HR,CZE,Czech Republic,SUPPLY,Tourism supply surveys,2011,2011,638036,,
873,Croatia,HRV,HR,CZE,Czech Republic,SUPPLY,Tourism supply surveys,2012,2012,647211,,
874,Croatia,HRV,HR,CZE,Czech Republic,SUPPLY,Tourism supply surveys,2013,2013,652154,,
875,Croatia,HRV,HR,CZE,Czech Republic,SUPPLY,Tourism supply surveys,2014,2014,661486,,
876,Croatia,HRV,HR,CZE,Czech Republic,SUPPLY,Tourism supply surveys,2015,2015,696151,,
877,Croatia,HRV,HR,CZE,Czech Republic,SUPPLY,Tourism supply surveys,2016,2016,688953,,
878,Croatia,HRV,HR,CZE,Czech Republic,SUPPLY,Tourism supply surveys,2017,2017,741757,,
879,Croatia,HRV,HR,CZE,Czech Republic,SUPPLY,Tourism supply surveys,2018,2018,755104,,
880,Croatia,HRV,HR,DEU,Germany,SUPPLY,Tourism supply surveys,2008,2008,1404832,,
881,Croatia,HRV,HR,DEU,Germany,SUPPLY,Tourism supply surveys,2009,2009,1463281,,
882,Croatia,HRV,HR,DEU,Germany,SUPPLY,Tourism supply surveys,2010,2010,1525133,,
883,Croatia,HRV,HR,DEU,Germany,SUPPLY,Tourism supply surveys,2011,2011,1661346,,
884,Croatia,HRV,HR,DEU,Germany,SUPPLY,Tourism supply surveys,2012,2012,1852731,,
885,Croatia,HRV,HR,DEU,Germany,SUPPLY,Tourism supply surveys,2013,2013,1931890,,
886,Croatia,HRV,HR,DEU,Germany,SUPPLY,Tourism supply surveys,2014,2014,1988993,,
887,Croatia,HRV,HR,DEU,Germany,SUPPLY,Tourism supply surveys,2015,2015,2124149,,
888,Croatia,HRV,HR,DEU,Germany,SUPPLY,Tourism supply surveys,2016,2016,2277378,,
889,Croatia,HRV,HR,DEU,Germany,SUPPLY,Tourism supply surveys,2017,2017,2615900,,
890,Croatia,HRV,HR,DEU,Germany,SUPPLY,Tourism supply surveys,2018,2018,2783513,,
891,Croatia,HRV,HR,ITA,Italy,SUPPLY,Tourism supply surveys,2008,2008,1008598,,
892,Croatia,HRV,HR,ITA,Italy,SUPPLY,Tourism supply surveys,2009,2009,1057893,,
893,Croatia,HRV,HR,ITA,Italy,SUPPLY,Tourism supply surveys,2010,2010,1018375,,
894,Croatia,HRV,HR,ITA,Italy,SUPPLY,Tourism supply surveys,2011,2011,1150311,,
895,Croatia,HRV,HR,ITA,Italy,SUPPLY,Tourism supply surveys,2012,2012,1050514,,
896,Croatia,HRV,HR,ITA,Italy,SUPPLY,Tourism supply surveys,2013,2013,1016953,,
897,Croatia,HRV,HR,ITA,Italy,SUPPLY,Tourism supply surveys,2014,2014,1060912,,
898,Croatia,HRV,HR,ITA,Italy,SUPPLY,Tourism supply surveys,2015,2015,1111428,,
899,Croatia,HRV,HR,ITA,Italy,SUPPLY,Tourism supply surveys,2016,2016,1119932,,
900,Croatia,HRV,HR,ITA,Italy,SUPPLY,Tourism supply surveys,2017,2017,1110219,,
901,Croatia,HRV,HR,ITA,Italy,SUPPLY,Tourism supply surveys,2018,2018,1148078,,
902,Croatia,HRV,HR,SVN,Slovenia,SUPPLY,Tourism supply surveys,2008,2008,984807,,
903,Croatia,HRV,HR,SVN,Slovenia,SUPPLY,Tourism supply surveys,2009,2009,962604,,
904,Croatia,HRV,HR,SVN,Slovenia,SUPPLY,Tourism supply surveys,2010,2010,1016572,,
905,Croatia,HRV,HR,SVN,Slovenia,SUPPLY,Tourism supply surveys,2011,2011,1099919,,
906,Croatia,HRV,HR,SVN,Slovenia,SUPPLY,Tourism supply surveys,2012,2012,1053553,,
907,Croatia,HRV,HR,SVN,Slovenia,SUPPLY,Tourism supply surveys,2013,2013,1066610,,
908,Croatia,HRV,HR,SVN,Slovenia,SUPPLY,Tourism supply surveys,2014,2014,1101552,,
909,Croatia,HRV,HR,SVN,Slovenia,SUPPLY,Tourism supply surveys,2015,2015,1191998,,
910,Croatia,HRV,HR,SVN,Slovenia,SUPPLY,Tourism supply surveys,2016,2016,1298501,,
911,Croatia,HRV,HR,SVN,Slovenia,SUPPLY,Tourism supply surveys,2017,2017,1297681,,
912,Croatia,HRV,HR,SVN,Slovenia,SUPPLY,Tourism supply surveys,2018,2018,1364252,,
913,Croatia,HRV,HR,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2008,2008,49267686,,
914,Croatia,HRV,HR,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2009,2009,49229508,,
915,Croatia,HRV,HR,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2010,2010,50992321,,
916,Croatia,HRV,HR,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2011,2011,54751305,,
917,Croatia,HRV,HR,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2012,2012,57522137,,
918,Croatia,HRV,HR,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2013,2013,59679630,,
919,Croatia,HRV,HR,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2014,2014,61323572,,
920,Croatia,HRV,HR,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2015,2015,65862680,,
921,Croatia,HRV,HR,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2016,2016,72193352,,
922,Croatia,HRV,HR,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2017,2017,80221997,,
923,Croatia,HRV,HR,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2018,2018,83175143,,
924,Croatia,HRV,HR,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2008,2008,19208229,,
925,Croatia,HRV,HR,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2009,2009,18095113,,
926,Croatia,HRV,HR,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2010,2010,19150838,,
927,Croatia,HRV,HR,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2011,2011,20405829,,
928,Croatia,HRV,HR,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2012,2012,21356029,,
929,Croatia,HRV,HR,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2013,2013,22476844,,
930,Croatia,HRV,HR,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2014,2014,22664537,,
931,Croatia,HRV,HR,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2015,2015,24118527,,
932,Croatia,HRV,HR,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2016,2016,26580658,,
933,Croatia,HRV,HR,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2017,2017,28543321,,
934,Croatia,HRV,HR,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2018,2018,29318610,,
935,Croatia,HRV,HR,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2008,2008,13336670,,
936,Croatia,HRV,HR,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2009,2009,13991622,,
937,Croatia,HRV,HR,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2010,2010,14084044,,
938,Croatia,HRV,HR,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2011,2011,14983173,,
939,Croatia,HRV,HR,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2012,2012,15937519,,
940,Croatia,HRV,HR,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2013,2013,16150332,,
941,Croatia,HRV,HR,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2014,2014,16009672,,
942,Croatia,HRV,HR,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2015,2015,16488040,,
943,Croatia,HRV,HR,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2016,2016,16788089,,
944,Croatia,HRV,HR,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2017,2017,18276715,,
945,Croatia,HRV,HR,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2018,2018,18379527,,
946,Croatia,HRV,HR,INB_ACCOMM_PRIVATE_NIGHTS,Private accommodation,SUPPLY,Tourism supply surveys,2008,2008,16722787,,
947,Croatia,HRV,HR,INB_ACCOMM_PRIVATE_NIGHTS,Private accommodation,SUPPLY,Tourism supply surveys,2009,2009,17142773,,
948,Croatia,HRV,HR,INB_ACCOMM_PRIVATE_NIGHTS,Private accommodation,SUPPLY,Tourism supply surveys,2010,2010,17757439,,
949,Croatia,HRV,HR,INB_ACCOMM_PRIVATE_NIGHTS,Private accommodation,SUPPLY,Tourism supply surveys,2011,2011,19362303,,
950,Croatia,HRV,HR,INB_ACCOMM_PRIVATE_NIGHTS,Private accommodation,SUPPLY,Tourism supply surveys,2012,2012,20228589,,
951,Croatia,HRV,HR,INB_ACCOMM_PRIVATE_NIGHTS,Private accommodation,SUPPLY,Tourism supply surveys,2013,2013,21052454,,
952,Croatia,HRV,HR,INB_ACCOMM_PRIVATE_NIGHTS,Private accommodation,SUPPLY,Tourism supply surveys,2014,2014,22649363,,
953,Croatia,HRV,HR,INB_ACCOMM_PRIVATE_NIGHTS,Private accommodation,SUPPLY,Tourism supply surveys,2015,2015,25256113,,
954,Croatia,HRV,HR,INB_ACCOMM_PRIVATE_NIGHTS,Private accommodation,SUPPLY,Tourism supply surveys,2016,2016,28824605,,
955,Croatia,HRV,HR,INB_ACCOMM_PRIVATE_NIGHTS,Private accommodation,SUPPLY,Tourism supply surveys,2017,2017,33401961,,
956,Croatia,HRV,HR,INB_ACCOMM_PRIVATE_NIGHTS,Private accommodation,SUPPLY,Tourism supply surveys,2018,2018,35477006,,
957,Czech Republic,CZE,CZ,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2008,2008,6649410,,
958,Czech Republic,CZE,CZ,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2009,2009,6032370,,
959,Czech Republic,CZE,CZ,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2010,2010,6333996,,
960,Czech Republic,CZE,CZ,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2011,2011,6714992,,
961,Czech Republic,CZE,CZ,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2012,2012,7647044,B,Break
962,Czech Republic,CZE,CZ,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2013,2013,7851865,,
963,Czech Republic,CZE,CZ,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2014,2014,8095885,,
964,Czech Republic,CZE,CZ,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2015,2015,8706913,,
965,Czech Republic,CZE,CZ,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2016,2016,9321440,,
966,Czech Republic,CZE,CZ,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2017,2017,10160468,,
967,Czech Republic,CZE,CZ,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2018,2018,10611394,,
968,Czech Republic,CZE,CZ,CHN,China,SUPPLY,Tourism supply surveys,2012,2012,152866,,
969,Czech Republic,CZE,CZ,CHN,China,SUPPLY,Tourism supply surveys,2013,2013,174263,,
970,Czech Republic,CZE,CZ,CHN,China,SUPPLY,Tourism supply surveys,2014,2014,211014,,
971,Czech Republic,CZE,CZ,CHN,China,SUPPLY,Tourism supply surveys,2015,2015,288630,,
972,Czech Republic,CZE,CZ,CHN,China,SUPPLY,Tourism supply surveys,2016,2016,355847,,
973,Czech Republic,CZE,CZ,CHN,China,SUPPLY,Tourism supply surveys,2017,2017,489845,,
974,Czech Republic,CZE,CZ,CHN,China,SUPPLY,Tourism supply surveys,2018,2018,617935,,
975,Czech Republic,CZE,CZ,DEU,Germany,SUPPLY,Tourism supply surveys,2008,2008,1475858,,
976,Czech Republic,CZE,CZ,DEU,Germany,SUPPLY,Tourism supply surveys,2009,2009,1393112,,
977,Czech Republic,CZE,CZ,DEU,Germany,SUPPLY,Tourism supply surveys,2010,2010,1348482,,
978,Czech Republic,CZE,CZ,DEU,Germany,SUPPLY,Tourism supply surveys,2011,2011,1386976,,
979,Czech Republic,CZE,CZ,DEU,Germany,SUPPLY,Tourism supply surveys,2012,2012,1521246,B,Break
980,Czech Republic,CZE,CZ,DEU,Germany,SUPPLY,Tourism supply surveys,2013,2013,1484169,,
981,Czech Republic,CZE,CZ,DEU,Germany,SUPPLY,Tourism supply surveys,2014,2014,1553370,,
982,Czech Republic,CZE,CZ,DEU,Germany,SUPPLY,Tourism supply surveys,2015,2015,1766539,,
983,Czech Republic,CZE,CZ,DEU,Germany,SUPPLY,Tourism supply surveys,2016,2016,1881095,,
984,Czech Republic,CZE,CZ,DEU,Germany,SUPPLY,Tourism supply surveys,2017,2017,1962582,,
985,Czech Republic,CZE,CZ,DEU,Germany,SUPPLY,Tourism supply surveys,2018,2018,2031104,,
986,Czech Republic,CZE,CZ,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2008,2008,484279,,
987,Czech Republic,CZE,CZ,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2009,2009,371346,,
988,Czech Republic,CZE,CZ,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2010,2010,368643,,
989,Czech Republic,CZE,CZ,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2011,2011,327951,,
990,Czech Republic,CZE,CZ,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2012,2012,368005,B,Break
991,Czech Republic,CZE,CZ,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2013,2013,379373,,
992,Czech Republic,CZE,CZ,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2014,2014,397431,,
993,Czech Republic,CZE,CZ,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2015,2015,442718,,
994,Czech Republic,CZE,CZ,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2016,2016,473986,,
995,Czech Republic,CZE,CZ,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2017,2017,470106,,
996,Czech Republic,CZE,CZ,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2018,2018,494939,,
997,Czech Republic,CZE,CZ,ITA,Italy,SUPPLY,Tourism supply surveys,2008,2008,374632,,
998,Czech Republic,CZE,CZ,ITA,Italy,SUPPLY,Tourism supply surveys,2009,2009,357492,,
999,Czech Republic,CZE,CZ,ITA,Italy,SUPPLY,Tourism supply surveys,2010,2010,332551,,
1000,Czech Republic,CZE,CZ,ITA,Italy,SUPPLY,Tourism supply surveys,2011,2011,337645,,
