LOCATION,TIME,"Borrowers from commercial banks (per 1,000 adults)"
MMR,1969,0
MMR,1970,0
MMR,1971,0
MMR,1972,0
MMR,1973,0
MMR,1974,0
MMR,1975,0
MMR,1976,0
MMR,1977,0
MMR,1978,0
MMR,1979,0
MMR,1980,0
MMR,1981,0
MMR,1982,0
MMR,1983,0
MMR,1984,0
MMR,1985,0
MMR,1986,0
MMR,1987,0
MMR,1988,0
MMR,1989,0
MMR,1990,0
MMR,1991,0
MMR,1992,0
MMR,1993,0
MMR,1994,0
MMR,1995,0
MMR,1996,0
MMR,1997,0
MMR,1998,0
MMR,1999,0
MMR,2000,0
MMR,2001,0
MMR,2002,0
MMR,2003,0
MMR,2004,0.652202623
MMR,2005,0.901597516
MMR,2006,0.889007132
MMR,2007,0.720012096
MMR,2008,0.676326878
MMR,2009,0.624911916
MMR,2010,0.631094598
MMR,2011,0.828784132
MMR,2012,0.862922556
MMR,2013,1.31773893
MMR,2014,1.910585393
MMR,2015,3.406666482
MMR,2016,4.393606889
MMR,2017,4.07490065
MMR,2018,4.377433093
MMR,2019,12.78373186
MMR,2020,0
NAM,1960,0
NAM,1961,0
NAM,1962,0
NAM,1963,0
NAM,1964,0
NAM,1965,0
NAM,1966,0
NAM,1967,0
NAM,1968,0
NAM,1969,0
NAM,1970,0
NAM,1971,0
NAM,1972,0
NAM,1973,0
NAM,1974,0
NAM,1975,0
NAM,1976,0
NAM,1977,0
NAM,1978,0
NAM,1979,0
NAM,1980,0
NAM,1981,0
NAM,1982,0
NAM,1983,0
NAM,1984,0
NAM,1985,0
NAM,1986,0
NAM,1987,0
NAM,1988,0
NAM,1989,0
NAM,1990,0
NAM,1991,0
NAM,1992,0
NAM,1993,0
NAM,1994,0
NAM,1995,0
NAM,1996,0
NAM,1997,0
NAM,1998,0
NAM,1999,0
NAM,2000,0
NAM,2001,0
NAM,2002,0
NAM,2003,0
NAM,2004,34.2848863
NAM,2005,33.28616905
NAM,2006,48.96140217
NAM,2007,52.02575138
NAM,2008,51.29648235
NAM,2009,50.36955377
NAM,2010,50.01994554
NAM,2011,152.4813381
NAM,2012,205.4467618
NAM,2013,270.1734254
NAM,2014,259.0088001
NAM,2015,251.037941
NAM,2016,317.2903682
NAM,2017,312.96531
NAM,2018,301.8293433
NAM,2019,316.4862339
NAM,2020,0
NRU,1960,0
NRU,1961,0
NRU,1962,0
NRU,1963,0
NRU,1964,0
NRU,1965,0
NRU,1966,0
NRU,1967,0
NRU,1968,0
NRU,1969,0
NRU,1970,0
NRU,1971,0
NRU,1972,0
NRU,1973,0
NRU,1974,0
NRU,1975,0
NRU,1976,0
NRU,1977,0
NRU,1978,0
NRU,1979,0
NRU,1980,0
NRU,1981,0
NRU,1982,0
NRU,1983,0
NRU,1984,0
NRU,1985,0
NRU,1986,0
NRU,1987,0
NRU,1988,0
NRU,1989,0
NRU,1990,0
NRU,1991,0
NRU,1992,0
NRU,1993,0
NRU,1994,0
NRU,1995,0
NRU,1996,0
NRU,1997,0
NRU,1998,0
NRU,1999,0
NRU,2000,0
NRU,2001,0
NRU,2002,0
NRU,2003,0
NRU,2004,0
NRU,2005,0
NRU,2006,0
NRU,2007,0
NRU,2008,0
NRU,2009,0
NRU,2010,0
NRU,2011,0
NRU,2012,0
NRU,2013,0
NRU,2014,0
NRU,2015,0
NRU,2016,0
NRU,2017,0
NRU,2018,0
NRU,2019,0
NRU,2020,0
NPL,1960,0
NPL,1961,0
NPL,1962,0
NPL,1963,0
NPL,1964,0
NPL,1965,0
NPL,1966,0
NPL,1967,0
NPL,1968,0
NPL,1969,0
NPL,1970,0
NPL,1971,0
NPL,1972,0
NPL,1973,0
NPL,1974,0
NPL,1975,0
NPL,1976,0
NPL,1977,0
NPL,1978,0
NPL,1979,0
NPL,1980,0
NPL,1981,0
NPL,1982,0
NPL,1983,0
NPL,1984,0
NPL,1985,0
NPL,1986,0
NPL,1987,0
NPL,1988,0
NPL,1989,0
NPL,1990,0
NPL,1991,0
NPL,1992,0
NPL,1993,0
NPL,1994,0
NPL,1995,0
NPL,1996,0
NPL,1997,0
NPL,1998,0
NPL,1999,0
NPL,2000,0
NPL,2001,0
NPL,2002,0
NPL,2003,0
NPL,2004,0
NPL,2005,0
NPL,2006,0
NPL,2007,0
NPL,2008,0
NPL,2009,0
NPL,2010,0
NPL,2011,0
NPL,2012,0
NPL,2013,0
NPL,2014,0
NPL,2015,0
NPL,2016,0
NPL,2017,0
NPL,2018,0
NPL,2019,0
NPL,2020,0
NLD,1960,0
NLD,1961,0
NLD,1962,0
NLD,1963,0
NLD,1964,0
NLD,1965,0
NLD,1966,0
NLD,1967,0
NLD,1968,0
NLD,1969,0
NLD,1970,0
NLD,1971,0
NLD,1972,0
NLD,1973,0
NLD,1974,0
NLD,1975,0
NLD,1976,0
NLD,1977,0
NLD,1978,0
NLD,1979,0
NLD,1980,0
NLD,1981,0
NLD,1982,0
NLD,1983,0
NLD,1984,0
NLD,1985,0
NLD,1986,0
NLD,1987,0
NLD,1988,0
NLD,1989,0
NLD,1990,0
NLD,1991,0
NLD,1992,0
NLD,1993,0
NLD,1994,0
NLD,1995,0
NLD,1996,0
NLD,1997,0
NLD,1998,0
NLD,1999,0
NLD,2000,0
NLD,2001,0
NLD,2002,0
NLD,2003,0
NLD,2004,0
NLD,2005,0
NLD,2006,0
NLD,2007,0
NLD,2008,0
NLD,2009,0
NLD,2010,0
NLD,2011,0
NLD,2012,0
NLD,2013,0
NLD,2014,0
NLD,2015,0
NLD,2016,0
NLD,2017,0
NLD,2018,0
NLD,2019,0
NLD,2020,0
NCL,1960,0
NCL,1961,0
NCL,1962,0
NCL,1963,0
NCL,1964,0
NCL,1965,0
NCL,1966,0
NCL,1967,0
NCL,1968,0
NCL,1969,0
NCL,1970,0
NCL,1971,0
NCL,1972,0
NCL,1973,0
NCL,1974,0
NCL,1975,0
NCL,1976,0
NCL,1977,0
NCL,1978,0
NCL,1979,0
NCL,1980,0
NCL,1981,0
NCL,1982,0
NCL,1983,0
NCL,1984,0
NCL,1985,0
NCL,1986,0
NCL,1987,0
NCL,1988,0
NCL,1989,0
NCL,1990,0
NCL,1991,0
NCL,1992,0
NCL,1993,0
NCL,1994,0
NCL,1995,0
NCL,1996,0
NCL,1997,0
NCL,1998,0
NCL,1999,0
NCL,2000,0
NCL,2001,0
NCL,2002,0
NCL,2003,0
NCL,2004,0
NCL,2005,0
NCL,2006,0
NCL,2007,0
NCL,2008,0
NCL,2009,0
NCL,2010,0
NCL,2011,0
NCL,2012,0
NCL,2013,0
NCL,2014,0
NCL,2015,0
NCL,2016,0
NCL,2017,0
NCL,2018,0
NCL,2019,0
NCL,2020,0
NZL,1960,0
NZL,1961,0
NZL,1962,0
NZL,1963,0
NZL,1964,0
NZL,1965,0
NZL,1966,0
NZL,1967,0
NZL,1968,0
NZL,1969,0
NZL,1970,0
NZL,1971,0
NZL,1972,0
NZL,1973,0
NZL,1974,0
NZL,1975,0
NZL,1976,0
NZL,1977,0
NZL,1978,0
NZL,1979,0
NZL,1980,0
NZL,1981,0
NZL,1982,0
NZL,1983,0
NZL,1984,0
NZL,1985,0
NZL,1986,0
NZL,1987,0
NZL,1988,0
NZL,1989,0
NZL,1990,0
NZL,1991,0
NZL,1992,0
NZL,1993,0
NZL,1994,0
NZL,1995,0
NZL,1996,0
NZL,1997,0
NZL,1998,0
NZL,1999,0
NZL,2000,0
NZL,2001,0
NZL,2002,0
NZL,2003,0
NZL,2004,0
NZL,2005,0
NZL,2006,0
NZL,2007,0
NZL,2008,0
NZL,2009,0
NZL,2010,0
NZL,2011,0
NZL,2012,0
NZL,2013,0
NZL,2014,0
NZL,2015,0
NZL,2016,0
NZL,2017,0
NZL,2018,0
NZL,2019,0
NZL,2020,0
NIC,1960,0
NIC,1961,0
NIC,1962,0
NIC,1963,0
NIC,1964,0
NIC,1965,0
NIC,1966,0
NIC,1967,0
NIC,1968,0
NIC,1969,0
NIC,1970,0
NIC,1971,0
NIC,1972,0
NIC,1973,0
NIC,1974,0
NIC,1975,0
NIC,1976,0
NIC,1977,0
NIC,1978,0
NIC,1979,0
NIC,1980,0
NIC,1981,0
NIC,1982,0
NIC,1983,0
NIC,1984,0
NIC,1985,0
NIC,1986,0
NIC,1987,0
NIC,1988,0
NIC,1989,0
NIC,1990,0
NIC,1991,0
NIC,1992,0
NIC,1993,0
NIC,1994,0
NIC,1995,0
NIC,1996,0
NIC,1997,0
NIC,1998,0
NIC,1999,0
NIC,2000,0
NIC,2001,0
NIC,2002,0
NIC,2003,0
NIC,2004,0
NIC,2005,0
NIC,2006,0
NIC,2007,0
NIC,2008,0
NIC,2009,0
NIC,2010,0
NIC,2011,0
NIC,2012,0
NIC,2013,0
NIC,2014,0
NIC,2015,0
NIC,2016,0
NIC,2017,0
NIC,2018,0
NIC,2019,0
NIC,2020,0
NER,1960,0
NER,1961,0
NER,1962,0
NER,1963,0
NER,1964,0
NER,1965,0
NER,1966,0
NER,1967,0
NER,1968,0
NER,1969,0
NER,1970,0
NER,1971,0
NER,1972,0
NER,1973,0
NER,1974,0
NER,1975,0
NER,1976,0
NER,1977,0
NER,1978,0
NER,1979,0
NER,1980,0
NER,1981,0
NER,1982,0
NER,1983,0
NER,1984,0
NER,1985,0
NER,1986,0
NER,1987,0
NER,1988,0
NER,1989,0
NER,1990,0
NER,1991,0
NER,1992,0
NER,1993,0
NER,1994,0
NER,1995,0
NER,1996,0
NER,1997,0
NER,1998,0
NER,1999,0
NER,2000,0
NER,2001,0
NER,2002,0
NER,2003,0
NER,2004,0
NER,2005,0
NER,2006,0
NER,2007,0
NER,2008,0
NER,2009,0
NER,2010,0
NER,2011,0
NER,2012,0
NER,2013,0
NER,2014,0
NER,2015,0
NER,2016,0
NER,2017,0
NER,2018,0
NER,2019,0
NER,2020,0
NGA,1960,0
NGA,1961,0
NGA,1962,0
NGA,1963,0
NGA,1964,0
NGA,1965,0
NGA,1966,0
NGA,1967,0
NGA,1968,0
NGA,1969,0
NGA,1970,0
NGA,1971,0
NGA,1972,0
NGA,1973,0
NGA,1974,0
NGA,1975,0
NGA,1976,0
NGA,1977,0
NGA,1978,0
NGA,1979,0
NGA,1980,0
NGA,1981,0
NGA,1982,0
NGA,1983,0
NGA,1984,0
NGA,1985,0
NGA,1986,0
NGA,1987,0
NGA,1988,0
NGA,1989,0
NGA,1990,0
NGA,1991,0
NGA,1992,0
NGA,1993,0
NGA,1994,0
NGA,1995,0
NGA,1996,0
NGA,1997,0
NGA,1998,0
NGA,1999,0
NGA,2000,0
NGA,2001,0
NGA,2002,0
NGA,2003,0
NGA,2004,0
NGA,2005,0
NGA,2006,0
NGA,2007,0
NGA,2008,26.34580121
NGA,2009,29.43915195
NGA,2010,30.62561422
NGA,2011,27.44585588
NGA,2012,30.68307
NGA,2013,26.49756428
NGA,2014,31.07826758
NGA,2015,29.87923617
NGA,2016,23.81141615
NGA,2017,21.7864075
NGA,2018,18.54973257
NGA,2019,0
NGA,2020,0
MKD,1960,0
MKD,1961,0
MKD,1962,0
MKD,1963,0
MKD,1964,0
MKD,1965,0
MKD,1966,0
MKD,1967,0
MKD,1968,0
MKD,1969,0
MKD,1970,0
MKD,1971,0
MKD,1972,0
MKD,1973,0
MKD,1974,0
MKD,1975,0
MKD,1976,0
MKD,1977,0
MKD,1978,0
MKD,1979,0
MKD,1980,0
MKD,1981,0
MKD,1982,0
MKD,1983,0
MKD,1984,0
MKD,1985,0
MKD,1986,0
MKD,1987,0
MKD,1988,0
MKD,1989,0
MKD,1990,0
MKD,1991,0
MKD,1992,0
MKD,1993,0
MKD,1994,0
MKD,1995,0
MKD,1996,0
MKD,1997,0
MKD,1998,0
MKD,1999,0
MKD,2000,0
MKD,2001,0
MKD,2002,0
MKD,2003,0
MKD,2004,11.55267994
MKD,2005,17.77706676
MKD,2006,27.01024151
MKD,2007,64.66020035
MKD,2008,256.1484913
MKD,2009,273.2642384
MKD,2010,286.2237083
MKD,2011,293.561467
MKD,2012,299.827628
MKD,2013,313.0038094
MKD,2014,325.8122304
MKD,2015,336.9691628
MKD,2016,333.2332352
MKD,2017,339.107607
MKD,2018,345.1265041
MKD,2019,348.7268249
MKD,2020,0
MNP,1960,0
MNP,1961,0
MNP,1962,0
MNP,1963,0
MNP,1964,0
MNP,1965,0
MNP,1966,0
MNP,1967,0
MNP,1968,0
MNP,1969,0
MNP,1970,0
MNP,1971,0
MNP,1972,0
MNP,1973,0
MNP,1974,0
MNP,1975,0
MNP,1976,0
MNP,1977,0
MNP,1978,0
MNP,1979,0
MNP,1980,0
MNP,1981,0
MNP,1982,0
MNP,1983,0
MNP,1984,0
MNP,1985,0
MNP,1986,0
MNP,1987,0
MNP,1988,0
MNP,1989,0
MNP,1990,0
MNP,1991,0
MNP,1992,0
MNP,1993,0
MNP,1994,0
MNP,1995,0
MNP,1996,0
MNP,1997,0
MNP,1998,0
MNP,1999,0
MNP,2000,0
MNP,2001,0
MNP,2002,0
MNP,2003,0
MNP,2004,0
MNP,2005,0
MNP,2006,0
MNP,2007,0
MNP,2008,0
MNP,2009,0
MNP,2010,0
MNP,2011,0
MNP,2012,0
MNP,2013,0
MNP,2014,0
MNP,2015,0
MNP,2016,0
MNP,2017,0
MNP,2018,0
MNP,2019,0
MNP,2020,0
NOR,1960,0
NOR,1961,0
NOR,1962,0
NOR,1963,0
NOR,1964,0
NOR,1965,0
NOR,1966,0
NOR,1967,0
NOR,1968,0
NOR,1969,0
NOR,1970,0
NOR,1971,0
NOR,1972,0
NOR,1973,0
NOR,1974,0
NOR,1975,0
NOR,1976,0
NOR,1977,0
NOR,1978,0
NOR,1979,0
NOR,1980,0
NOR,1981,0
NOR,1982,0
NOR,1983,0
NOR,1984,0
NOR,1985,0
NOR,1986,0
NOR,1987,0
NOR,1988,0
NOR,1989,0
NOR,1990,0
NOR,1991,0
NOR,1992,0
NOR,1993,0
NOR,1994,0
NOR,1995,0
NOR,1996,0
NOR,1997,0
NOR,1998,0
NOR,1999,0
NOR,2000,0
NOR,2001,0
NOR,2002,0
NOR,2003,0
NOR,2004,0
NOR,2005,0
NOR,2006,0
NOR,2007,0
NOR,2008,0
NOR,2009,0
NOR,2010,0
NOR,2011,0
NOR,2012,0
NOR,2013,0
NOR,2014,0
NOR,2015,0
NOR,2016,0
NOR,2017,0
NOR,2018,0
NOR,2019,0
NOR,2020,0
OMN,1960,0
OMN,1961,0
OMN,1962,0
OMN,1963,0
OMN,1964,0
OMN,1965,0
OMN,1966,0
OMN,1967,0
OMN,1968,0
OMN,1969,0
OMN,1970,0
OMN,1971,0
OMN,1972,0
OMN,1973,0
OMN,1974,0
OMN,1975,0
OMN,1976,0
OMN,1977,0
OMN,1978,0
OMN,1979,0
OMN,1980,0
OMN,1981,0
OMN,1982,0
OMN,1983,0
OMN,1984,0
OMN,1985,0
OMN,1986,0
OMN,1987,0
OMN,1988,0
OMN,1989,0
OMN,1990,0
OMN,1991,0
OMN,1992,0
OMN,1993,0
OMN,1994,0
OMN,1995,0
OMN,1996,0
OMN,1997,0
OMN,1998,0
OMN,1999,0
OMN,2000,0
OMN,2001,0
OMN,2002,0
OMN,2003,0
OMN,2004,0
OMN,2005,0
OMN,2006,0
OMN,2007,0
OMN,2008,0
OMN,2009,0
OMN,2010,0
OMN,2011,0
OMN,2012,0
OMN,2013,0
OMN,2014,0
OMN,2015,0
OMN,2016,0
OMN,2017,0
OMN,2018,0
OMN,2019,0
OMN,2020,0
PAK,1960,0
PAK,1961,0
PAK,1962,0
PAK,1963,0
PAK,1964,0
PAK,1965,0
PAK,1966,0
PAK,1967,0
PAK,1968,0
PAK,1969,0
PAK,1970,0
PAK,1971,0
PAK,1972,0
PAK,1973,0
PAK,1974,0
PAK,1975,0
PAK,1976,0
PAK,1977,0
PAK,1978,0
PAK,1979,0
PAK,1980,0
PAK,1981,0
PAK,1982,0
PAK,1983,0
PAK,1984,0
PAK,1985,0
PAK,1986,0
PAK,1987,0
PAK,1988,0
PAK,1989,0
PAK,1990,0
PAK,1991,0
PAK,1992,0
PAK,1993,0
PAK,1994,0
PAK,1995,0
PAK,1996,0
PAK,1997,0
PAK,1998,0
PAK,1999,0
PAK,2000,0
PAK,2001,0
PAK,2002,0
PAK,2003,0
PAK,2004,0
PAK,2005,0
PAK,2006,26.63167387
PAK,2007,31.32259173
PAK,2008,31.29656857
PAK,2009,28.61173557
PAK,2010,26.72867346
PAK,2011,25.9623424
PAK,2012,25.05948267
PAK,2013,23.81781627
PAK,2014,23.16034202
PAK,2015,21.41392718
PAK,2016,20.8920855
PAK,2017,25.29573895
PAK,2018,16.89343092
PAK,2019,23.07402121
PAK,2020,0
PLW,1960,0
PLW,1961,0
PLW,1962,0
PLW,1963,0
PLW,1964,0
PLW,1965,0
PLW,1966,0
PLW,1967,0
PLW,1968,0
PLW,1969,0
PLW,1970,0
PLW,1971,0
PLW,1972,0
PLW,1973,0
PLW,1974,0
PLW,1975,0
PLW,1976,0
PLW,1977,0
PLW,1978,0
PLW,1979,0
PLW,1980,0
PLW,1981,0
PLW,1982,0
PLW,1983,0
PLW,1984,0
PLW,1985,0
PLW,1986,0
PLW,1987,0
PLW,1988,0
PLW,1989,0
PLW,1990,0
PLW,1991,0
PLW,1992,0
PLW,1993,0
PLW,1994,0
PLW,1995,0
PLW,1996,0
PLW,1997,0
PLW,1998,0
PLW,1999,0
PLW,2000,0
PLW,2001,0
PLW,2002,0
PLW,2003,0
PLW,2004,0
PLW,2005,0
PLW,2006,0
PLW,2007,0
PLW,2008,0
PLW,2009,0
PLW,2010,0
PLW,2011,0
PLW,2012,296.9272564
PLW,2013,347.6609401
PLW,2014,367.165458
PLW,2015,366.451571
PLW,2016,336.4398662
PLW,2017,313.1805158
PLW,2018,0
PLW,2019,0
PLW,2020,0
PAN,1960,0
PAN,1961,0
PAN,1962,0
PAN,1963,0
PAN,1964,0
PAN,1965,0
PAN,1966,0
PAN,1967,0
PAN,1968,0
PAN,1969,0
PAN,1970,0
PAN,1971,0
PAN,1972,0
PAN,1973,0
PAN,1974,0
PAN,1975,0
PAN,1976,0
PAN,1977,0
PAN,1978,0
PAN,1979,0
PAN,1980,0
PAN,1981,0
PAN,1982,0
PAN,1983,0
PAN,1984,0
PAN,1985,0
PAN,1986,0
PAN,1987,0
PAN,1988,0
PAN,1989,0
PAN,1990,0
PAN,1991,0
PAN,1992,0
PAN,1993,0
PAN,1994,0
PAN,1995,0
PAN,1996,0
PAN,1997,0
PAN,1998,0
PAN,1999,0
PAN,2000,0
PAN,2001,0
PAN,2002,0
PAN,2003,0
PAN,2004,0
PAN,2005,0
PAN,2006,0
PAN,2007,0
PAN,2008,0
PAN,2009,0
PAN,2010,0
PAN,2011,0
PAN,2012,0
PAN,2013,0
PAN,2014,0
PAN,2015,0
PAN,2016,0
PAN,2017,0
PAN,2018,0
PAN,2019,0
PAN,2020,0
PNG,1960,0
PNG,1961,0
PNG,1962,0
PNG,1963,0
PNG,1964,0
PNG,1965,0
PNG,1966,0
PNG,1967,0
PNG,1968,0
PNG,1969,0
PNG,1970,0
PNG,1971,0
PNG,1972,0
PNG,1973,0
PNG,1974,0
PNG,1975,0
PNG,1976,0
PNG,1977,0
PNG,1978,0
PNG,1979,0
PNG,1980,0
PNG,1981,0
PNG,1982,0
PNG,1983,0
PNG,1984,0
PNG,1985,0
PNG,1986,0
PNG,1987,0
PNG,1988,0
PNG,1989,0
PNG,1990,0
PNG,1991,0
PNG,1992,0
PNG,1993,0
PNG,1994,0
PNG,1995,0
PNG,1996,0
PNG,1997,0
PNG,1998,0
PNG,1999,0
PNG,2000,0
PNG,2001,0
PNG,2002,0
PNG,2003,0
PNG,2004,0
PNG,2005,0
PNG,2006,0
PNG,2007,0
PNG,2008,0
PNG,2009,0
PNG,2010,0
PNG,2011,0
PNG,2012,0
PNG,2013,0
PNG,2014,0
PNG,2015,0
PNG,2016,0
PNG,2017,0
PNG,2018,0
PNG,2019,0
PNG,2020,0
PRY,1960,0
PRY,1961,0
PRY,1962,0
PRY,1963,0
PRY,1964,0
PRY,1965,0
PRY,1966,0
PRY,1967,0
PRY,1968,0
PRY,1969,0
PRY,1970,0
PRY,1971,0
PRY,1972,0
PRY,1973,0
PRY,1974,0
PRY,1975,0
PRY,1976,0
PRY,1977,0
PRY,1978,0
PRY,1979,0
PRY,1980,0
PRY,1981,0
PRY,1982,0
PRY,1983,0
PRY,1984,0
PRY,1985,0
PRY,1986,0
PRY,1987,0
PRY,1988,0
PRY,1989,0
PRY,1990,0
PRY,1991,0
PRY,1992,0
PRY,1993,0
PRY,1994,0
PRY,1995,0
PRY,1996,0
PRY,1997,0
PRY,1998,0
PRY,1999,0
PRY,2000,0
PRY,2001,0
PRY,2002,0
PRY,2003,0
PRY,2004,85.53581611
PRY,2005,97.02901141
PRY,2006,46.89942949
PRY,2007,55.37371304
PRY,2008,73.9410031
PRY,2009,99.67302575
PRY,2010,122.3788599
PRY,2011,136.9540738
PRY,2012,176.2991407
PRY,2013,190.0822802
PRY,2014,273.6051469
PRY,2015,253.2958066
PRY,2016,258.0528924
PRY,2017,260.5268097
PRY,2018,270.4747942
PRY,2019,0
PRY,2020,0
PER,1960,0
PER,1961,0
PER,1962,0
PER,1963,0
PER,1964,0
PER,1965,0
PER,1966,0
PER,1967,0
PER,1968,0
PER,1969,0
PER,1970,0
PER,1971,0
PER,1972,0
PER,1973,0
PER,1974,0
PER,1975,0
PER,1976,0
PER,1977,0
PER,1978,0
PER,1979,0
PER,1980,0
PER,1981,0
PER,1982,0
PER,1983,0
PER,1984,0
PER,1985,0
PER,1986,0
PER,1987,0
PER,1988,0
PER,1989,0
PER,1990,0
PER,1991,0
PER,1992,0
PER,1993,0
PER,1994,0
PER,1995,0
PER,1996,0
PER,1997,0
PER,1998,0
PER,1999,0
PER,2000,0
PER,2001,0
PER,2002,0
PER,2003,0
PER,2004,70.49663946
PER,2005,78.10935216
PER,2006,89.97643598
PER,2007,107.5959839
PER,2008,127.6494802
PER,2009,116.4794586
PER,2010,122.8499768
PER,2011,134.1637154
PER,2012,148.6728862
PER,2013,158.4654527
PER,2014,162.0560759
PER,2015,158.2023647
PER,2016,152.7857445
PER,2017,148.4262331
PER,2018,148.5378049
PER,2019,155.3439981
PER,2020,0
PHL,1960,0
PHL,1961,0
PHL,1962,0
PHL,1963,0
PHL,1964,0
PHL,1965,0
PHL,1966,0
PHL,1967,0
PHL,1968,0
PHL,1969,0
PHL,1970,0
PHL,1971,0
PHL,1972,0
PHL,1973,0
PHL,1974,0
PHL,1975,0
PHL,1976,0
PHL,1977,0
PHL,1978,0
PHL,1979,0
PHL,1980,0
PHL,1981,0
PHL,1982,0
PHL,1983,0
PHL,1984,0
PHL,1985,0
PHL,1986,0
PHL,1987,0
PHL,1988,0
PHL,1989,0
PHL,1990,0
PHL,1991,0
PHL,1992,0
PHL,1993,0
PHL,1994,0
PHL,1995,0
PHL,1996,0
PHL,1997,0
PHL,1998,0
PHL,1999,0
PHL,2000,0
PHL,2001,0
PHL,2002,0
PHL,2003,0
PHL,2004,0
PHL,2005,0
PHL,2006,0
PHL,2007,0
PHL,2008,0
PHL,2009,0
PHL,2010,0
PHL,2011,0
PHL,2012,0
PHL,2013,0
PHL,2014,0
PHL,2015,0
PHL,2016,0
PHL,2017,0
PHL,2018,0
PHL,2019,0
PHL,2020,0
POL,1960,0
POL,1961,0
POL,1962,0
POL,1963,0
POL,1964,0
POL,1965,0
POL,1966,0
POL,1967,0
POL,1968,0
POL,1969,0
POL,1970,0
POL,1971,0
POL,1972,0
POL,1973,0
POL,1974,0
POL,1975,0
POL,1976,0
POL,1977,0
POL,1978,0
POL,1979,0
POL,1980,0
POL,1981,0
POL,1982,0
POL,1983,0
POL,1984,0
POL,1985,0
POL,1986,0
POL,1987,0
POL,1988,0
POL,1989,0
POL,1990,0
POL,1991,0
POL,1992,0
POL,1993,0
POL,1994,0
POL,1995,0
POL,1996,0
POL,1997,0
POL,1998,0
POL,1999,0
POL,2000,0
POL,2001,0
POL,2002,0
POL,2003,0
POL,2004,0
POL,2005,0
POL,2006,0
POL,2007,0
POL,2008,468.1038692
POL,2009,477.409236
POL,2010,482.8103047
POL,2011,479.4439704
POL,2012,463.6284523
POL,2013,459.3736324
POL,2014,461.3803503
POL,2015,459.0232468
POL,2016,457.0363064
POL,2017,458.6413781
POL,2018,461.7242934
POL,2019,462.7056484
POL,2020,0
PRT,1960,0
PRT,1961,0
PRT,1962,0
PRT,1963,0
PRT,1964,0
PRT,1965,0
PRT,1966,0
PRT,1967,0
PRT,1968,0
PRT,1969,0
PRT,1970,0
PRT,1971,0
PRT,1972,0
PRT,1973,0
PRT,1974,0
PRT,1975,0
PRT,1976,0
PRT,1977,0
PRT,1978,0
PRT,1979,0
PRT,1980,0
PRT,1981,0
PRT,1982,0
PRT,1983,0
PRT,1984,0
PRT,1985,0
PRT,1986,0
PRT,1987,0
PRT,1988,0
PRT,1989,0
PRT,1990,0
PRT,1991,0
PRT,1992,0
PRT,1993,0
PRT,1994,0
PRT,1995,0
PRT,1996,0
PRT,1997,0
PRT,1998,0
PRT,1999,0
PRT,2000,0
PRT,2001,0
PRT,2002,0
PRT,2003,0
PRT,2004,328.4170346
PRT,2005,334.4207006
PRT,2006,360.1963837
PRT,2007,385.4522833
PRT,2008,413.8296912
PRT,2009,389.7143153
PRT,2010,391.329548
PRT,2011,389.6575929
PRT,2012,378.7376973
PRT,2013,372.8874233
PRT,2014,371.1426551
PRT,2015,371.0098001
PRT,2016,366.2262071
PRT,2017,388.3033551
PRT,2018,495.6522228
PRT,2019,526.515055
PRT,2020,0
PRI,1960,0
PRI,1961,0
PRI,1962,0
PRI,1963,0
PRI,1964,0
PRI,1965,0
PRI,1966,0
PRI,1967,0
PRI,1968,0
PRI,1969,0
PRI,1970,0
PRI,1971,0
PRI,1972,0
PRI,1973,0
PRI,1974,0
PRI,1975,0
PRI,1976,0
PRI,1977,0
PRI,1978,0
PRI,1979,0
PRI,1980,0
PRI,1981,0
PRI,1982,0
PRI,1983,0
PRI,1984,0
PRI,1985,0
PRI,1986,0
PRI,1987,0
PRI,1988,0
PRI,1989,0
PRI,1990,0
PRI,1991,0
PRI,1992,0
PRI,1993,0
PRI,1994,0
PRI,1995,0
PRI,1996,0
PRI,1997,0
PRI,1998,0
PRI,1999,0
PRI,2000,0
PRI,2001,0
PRI,2002,0
PRI,2003,0
PRI,2004,0
PRI,2005,0
PRI,2006,0
PRI,2007,0
PRI,2008,0
PRI,2009,0
PRI,2010,0
PRI,2011,0
PRI,2012,0
PRI,2013,0
PRI,2014,0
PRI,2015,0
PRI,2016,0
PRI,2017,0
PRI,2018,0
PRI,2019,0
PRI,2020,0
QAT,1960,0
QAT,1961,0
QAT,1962,0
QAT,1963,0
QAT,1964,0
QAT,1965,0
QAT,1966,0
QAT,1967,0
QAT,1968,0
QAT,1969,0
QAT,1970,0
QAT,1971,0
QAT,1972,0
QAT,1973,0
QAT,1974,0
QAT,1975,0
QAT,1976,0
QAT,1977,0
QAT,1978,0
QAT,1979,0
QAT,1980,0
QAT,1981,0
QAT,1982,0
QAT,1983,0
QAT,1984,0
QAT,1985,0
QAT,1986,0
QAT,1987,0
QAT,1988,0
QAT,1989,0
QAT,1990,0
QAT,1991,0
QAT,1992,0
QAT,1993,0
QAT,1994,0
QAT,1995,0
QAT,1996,0
QAT,1997,0
QAT,1998,0
QAT,1999,0
QAT,2000,0
QAT,2001,0
QAT,2002,0
QAT,2003,0
QAT,2004,338.1986296
QAT,2005,337.2521702
QAT,2006,324.987188
QAT,2007,328.6143605
QAT,2008,315.3463172
QAT,2009,290.394822
QAT,2010,230.8683637
QAT,2011,205.550102
QAT,2012,211.3895648
